ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),INTAKE_AIR_TEMP (),Throttle_Response_Problem
238,739.0,0,16.470589,26.666666,65,0,31,0.0
238,739.0,0,16.470589,26.666666,65,0,31,0.0
238,739.0,0,16.470589,26.666666,65,0,31,0.0
238,734.25,0,16.470589,26.666666,65,0,31,0.0
240,734.25,0,16.470589,26.666666,65,0,31,0.0
240,734.25,0,16.470589,26.666666,65,0,31,0.0
240,734.25,0,16.470589,26.666666,65,0,31,0.0
240,729.5,0,16.470589,26.666666,65,0,31,0.0
242,729.5,0,16.470589,26.666666,65,0,31,0.0
242,729.5,0,16.470589,26.666666,65,0,31,0.0
242,729.5,0,16.470589,27.058823,65,0,31,0.0
244,728.0,0,16.470589,27.058823,65,0,31,0.0
244,728.0,0,16.470589,27.058823,65,0,31,0.0
244,728.0,0,16.470589,27.058823,65,0,31,0.0
244,727.25,0,16.470589,26.666666,65,0,31,0.0
245,727.25,0,16.470589,26.666666,65,0,31,0.0
245,727.25,0,16.470589,26.666666,65,0,31,0.0
245,727.25,0,16.470589,26.666666,65,0,31,0.0
245,727.25,0,16.470589,26.666666,66,0,31,0.0
247,727.25,0,16.470589,26.666666,66,0,31,0.0
247,727.25,0,16.470589,26.666666,66,0,31,0.0
247,727.25,0,16.470589,26.666666,66,0,31,0.0
249,731.25,0,16.470589,26.666666,66,0,31,0.0
249,731.25,0,16.470589,26.666666,66,0,31,0.0
249,731.25,0,16.470589,26.666666,66,0,31,0.0
249,722.5,0,16.470589,27.058823,66,0,31,0.0
251,722.5,0,16.470589,27.058823,66,0,32,0.0
251,722.5,0,16.470589,27.058823,66,0,32,0.0
251,722.5,0,16.470589,27.058823,66,0,32,0.0
251,728.75,0,16.470589,27.058823,66,0,32,0.0
253,728.75,0,16.470589,27.058823,66,0,32,0.0
253,728.75,0,16.470589,27.058823,66,0,32,0.0
253,728.75,0,16.470589,27.058823,66,0,32,0.0
254,721.75,0,16.470589,27.058823,66,0,32,0.0
254,721.75,0,16.470589,27.058823,66,0,32,0.0
254,721.75,0,16.470589,27.058823,66,0,32,0.0
254,732.75,0,16.470589,26.666666,66,0,32,0.0
256,732.75,0,16.470589,26.666666,66,0,32,0.0
256,732.75,0,16.470589,26.666666,66,0,32,0.0
256,732.75,0,16.470589,26.666666,66,0,32,0.0
256,725.75,0,16.470589,27.058823,66,0,32,0.0
258,725.75,0,16.470589,27.058823,66,0,32,0.0
258,725.75,0,16.470589,27.058823,66,0,32,0.0
258,725.75,0,16.470589,27.058823,66,0,32,0.0
260,729.5,0,16.470589,26.666666,66,0,32,0.0
260,729.5,0,16.470589,26.666666,66,0,32,0.0
260,729.5,0,16.470589,26.666666,66,0,32,0.0
260,723.25,0,16.470589,26.666666,66,0,32,0.0
262,723.25,0,16.470589,26.666666,66,0,32,0.0
262,723.25,0,16.470589,26.666666,66,0,32,0.0
262,723.25,0,16.470589,26.666666,66,0,32,0.0
262,726.5,0,16.470589,26.666666,66,0,32,0.0
263,726.5,0,16.470589,26.666666,66,0,32,0.0
263,726.5,0,16.470589,26.666666,66,0,32,0.0
263,726.5,0,16.470589,26.666666,66,0,32,0.0
265,733.5,0,16.470589,27.058823,67,0,32,0.0
265,733.5,0,16.470589,27.058823,67,0,32,0.0
265,733.5,0,16.470589,27.058823,67,0,32,0.0
265,733.5,0,16.470589,26.666666,67,0,32,0.0
267,717.75,0,16.470589,26.666666,67,0,32,0.0
267,717.75,0,16.470589,26.666666,67,0,32,0.0
267,717.75,0,16.470589,26.666666,67,0,32,0.0
267,719.5,0,16.470589,26.666666,67,0,32,0.0
269,719.5,0,16.470589,26.666666,67,0,32,0.0
269,719.5,0,16.470589,26.666666,67,0,32,0.0
269,719.5,0,16.470589,26.666666,67,0,32,0.0
269,711.5,0,16.470589,27.058823,67,0,32,0.0
271,711.5,0,16.470589,27.058823,67,0,32,0.0
271,711.5,0,16.470589,27.058823,67,0,32,0.0
271,711.5,0,16.470589,26.666666,67,0,32,0.0
273,717.0,0,16.470589,26.666666,67,0,32,0.0
273,717.0,0,16.470589,26.666666,67,0,32,0.0
273,717.0,0,16.470589,26.666666,67,0,32,0.0
273,715.5,0,16.470589,27.058823,67,0,32,0.0
274,715.5,0,16.470589,27.058823,67,0,32,0.0
274,715.5,0,16.470589,27.058823,67,0,32,0.0
274,715.5,0,16.470589,27.058823,67,0,32,0.0
274,720.25,0,16.470589,27.058823,68,0,33,0.0
276,720.25,0,16.470589,27.058823,68,0,33,0.0
276,720.25,0,16.470589,27.058823,68,0,33,0.0
276,720.25,0,16.470589,27.058823,68,0,33,0.0
278,707.0,0,16.470589,27.058823,68,0,33,0.0
278,707.0,0,16.470589,27.058823,68,0,33,0.0
278,707.0,0,16.470589,27.058823,68,0,33,0.0
278,710.75,0,16.470589,26.666666,68,0,33,0.0
280,710.75,0,16.470589,26.666666,68,0,33,0.0
280,710.75,0,16.470589,26.666666,68,0,33,0.0
280,710.75,0,16.470589,26.666666,68,0,33,0.0
280,710.75,0,16.470589,27.058823,68,0,33,0.0
282,710.75,0,16.470589,27.058823,68,0,33,0.0
282,710.75,0,16.470589,27.058823,68,0,33,0.0
282,710.75,0,16.470589,27.058823,68,0,33,0.0
283,702.25,0,16.470589,27.058823,68,0,33,0.0
283,702.25,0,16.470589,27.058823,68,0,33,0.0
283,702.25,0,16.470589,27.058823,68,0,33,0.0
283,707.0,0,16.470589,27.058823,68,0,33,0.0
285,707.0,0,16.078432,27.058823,68,0,33,0.0
285,707.0,0,16.078432,27.058823,68,0,33,0.0
285,707.0,0,16.078432,27.058823,68,0,33,0.0
285,703.75,0,16.078432,27.058823,68,0,33,0.0
287,703.75,0,16.078432,27.058823,68,0,33,0.0
287,703.75,0,16.078432,27.058823,68,0,33,0.0
287,703.75,0,16.078432,27.058823,68,0,33,0.0
289,703.75,0,16.078432,27.058823,68,0,33,0.0
289,703.75,0,16.078432,27.058823,68,0,33,0.0
289,703.75,0,16.078432,27.058823,68,0,33,0.0
289,703.0,0,16.078432,27.058823,68,0,33,0.0
291,703.0,0,16.078432,27.058823,68,0,33,0.0
291,703.0,0,16.078432,27.058823,68,0,33,0.0
291,703.0,0,16.078432,27.058823,68,0,33,0.0
291,709.25,0,16.078432,27.058823,68,0,33,0.0
292,709.25,0,16.078432,27.058823,68,0,33,0.0
292,709.25,0,16.078432,27.058823,68,0,33,0.0
292,709.25,0,16.078432,27.058823,68,0,33,0.0
294,697.5,0,16.078432,27.058823,68,0,33,0.0
294,697.5,0,16.078432,27.058823,68,0,33,0.0
294,697.5,0,16.078432,27.058823,68,0,33,0.0
294,706.25,0,16.078432,27.058823,68,0,33,0.0
296,706.25,0,16.078432,27.058823,68,0,33,0.0
296,706.25,0,16.078432,27.058823,68,0,33,0.0
296,706.25,0,16.078432,27.058823,68,0,33,0.0
296,698.25,0,16.078432,27.058823,69,0,33,0.0
298,698.25,0,16.078432,27.058823,69,0,33,0.0
298,698.25,0,16.078432,27.058823,69,0,33,0.0
298,698.25,0,16.078432,27.058823,69,0,33,0.0
300,697.5,0,16.078432,27.058823,69,0,33,0.0
300,697.5,0,16.078432,27.058823,69,0,33,0.0
300,697.5,0,16.078432,27.058823,69,0,33,0.0
300,703.0,0,16.078432,27.058823,69,0,33,0.0
301,703.0,0,16.078432,27.058823,69,0,33,0.0
301,703.0,0,16.078432,27.058823,69,0,33,0.0
301,703.0,0,16.078432,27.058823,69,0,33,0.0
301,705.25,0,16.470589,27.058823,69,0,33,0.0
303,705.25,0,16.470589,27.058823,69,0,33,0.0
303,705.25,0,16.470589,27.058823,69,0,33,0.0
303,705.25,0,16.470589,27.058823,69,0,33,0.0
305,696.75,0,16.078432,26.666666,70,0,33,0.0
305,696.75,0,16.078432,26.666666,70,0,33,0.0
305,696.75,0,16.078432,26.666666,70,0,33,0.0
305,696.75,0,16.078432,27.450981,70,0,33,0.0
307,684.25,0,16.470589,27.450981,70,0,33,0.0
307,684.25,0,16.470589,27.450981,70,0,33,0.0
307,684.25,0,16.470589,27.450981,70,0,33,0.0
307,700.75,0,16.470589,27.450981,70,0,33,0.0
309,700.75,0,16.470589,27.450981,70,0,33,0.0
309,700.75,0,16.470589,27.450981,70,0,33,0.0
309,700.75,0,16.470589,27.450981,70,0,33,0.0
311,702.25,0,16.470589,27.450981,70,0,33,0.0
311,702.25,0,16.470589,27.450981,70,0,33,0.0
311,702.25,0,16.470589,27.450981,70,0,33,0.0
311,702.25,0,16.470589,27.058823,70,0,33,0.0
312,698.25,0,16.470589,27.058823,70,0,33,0.0
312,698.25,0,16.470589,27.058823,70,0,33,0.0
312,698.25,0,16.470589,27.058823,70,0,33,0.0
312,704.5,0,16.470589,27.058823,70,0,33,0.0
314,704.5,0,16.470589,27.058823,70,0,33,0.0
314,704.5,0,16.470589,27.058823,70,0,33,0.0
314,704.5,0,16.470589,27.058823,70,0,33,0.0
314,708.5,0,16.470589,27.058823,70,0,33,0.0
316,708.5,0,16.470589,27.058823,70,0,33,0.0
316,708.5,0,16.470589,27.058823,70,0,33,0.0
316,708.5,0,16.470589,27.058823,70,0,33,0.0
318,709.25,0,16.078432,27.058823,70,0,33,0.0
318,709.25,0,16.078432,27.058823,70,0,33,0.0
318,709.25,0,16.078432,27.058823,70,0,33,0.0
318,707.0,0,16.078432,26.666666,70,0,33,0.0
320,707.0,0,16.078432,26.666666,70,0,33,0.0
320,707.0,0,16.078432,26.666666,70,0,33,0.0
320,707.0,0,16.078432,26.666666,70,0,33,0.0
320,705.25,0,16.078432,26.666666,70,0,33,0.0
321,705.25,0,16.078432,26.666666,70,0,33,0.0
321,705.25,0,16.078432,26.666666,70,0,33,0.0
321,705.25,0,16.078432,26.666666,70,0,33,0.0
323,703.0,0,16.078432,26.666666,70,0,33,0.0
323,703.0,0,16.078432,26.666666,70,0,33,0.0
323,703.0,0,16.078432,26.666666,70,0,33,0.0
323,710.75,0,16.078432,26.666666,70,0,33,0.0
325,710.75,0,16.078432,26.666666,70,0,33,0.0
325,710.75,0,16.078432,26.666666,70,0,33,0.0
325,710.75,0,16.078432,26.666666,70,0,33,0.0
325,703.0,0,16.078432,27.058823,70,0,33,0.0
327,703.0,0,16.078432,27.058823,70,0,33,0.0
327,703.0,0,16.078432,27.058823,70,0,33,0.0
327,703.0,0,16.078432,27.058823,71,0,33,0.0
329,696.75,0,16.078432,27.058823,71,0,34,0.0
329,696.75,0,16.078432,27.058823,71,0,34,0.0
329,696.75,0,16.078432,27.058823,71,0,34,0.0
329,699.0,0,16.078432,27.058823,71,0,34,0.0
331,699.0,0,16.078432,27.058823,71,0,34,0.0
331,699.0,0,16.078432,27.058823,71,0,34,0.0
331,699.0,0,16.078432,27.058823,71,0,34,0.0
331,706.25,0,16.078432,26.666666,71,0,34,0.0
332,706.25,0,16.078432,26.666666,71,0,34,0.0
332,706.25,0,16.078432,26.666666,71,0,34,0.0
332,706.25,0,16.078432,27.058823,71,0,34,0.0
334,704.5,0,16.078432,27.058823,71,0,34,0.0
334,704.5,0,16.078432,27.058823,71,0,34,0.0
334,704.5,0,16.078432,27.058823,71,0,34,0.0
334,705.25,0,16.078432,26.666666,71,0,34,0.0
336,705.25,0,16.078432,26.666666,71,0,34,0.0
336,705.25,0,16.078432,26.666666,71,0,34,0.0
336,705.25,0,16.078432,26.666666,71,0,34,0.0
336,703.0,0,16.078432,26.666666,71,0,34,0.0
338,703.0,0,16.078432,26.666666,71,0,34,0.0
338,703.0,0,16.078432,26.666666,71,0,34,0.0
338,703.0,0,16.078432,26.666666,71,0,34,0.0
340,700.0,0,16.078432,26.666666,71,0,34,0.0
340,700.0,0,16.078432,26.666666,71,0,34,0.0
340,700.0,0,16.078432,26.666666,71,0,34,0.0
340,700.0,0,16.078432,27.058823,71,0,34,0.0
341,700.0,0,16.078432,27.058823,71,0,34,0.0
341,700.0,0,16.078432,27.058823,71,0,34,0.0
341,700.0,0,16.078432,27.058823,71,0,34,0.0
341,706.25,0,16.078432,26.666666,71,0,34,0.0
343,706.25,0,16.078432,26.666666,71,0,34,0.0
343,706.25,0,16.078432,26.666666,71,0,34,0.0
343,706.25,0,16.078432,26.666666,71,0,34,0.0
345,704.5,0,16.078432,27.058823,71,0,34,0.0
345,704.5,0,16.078432,27.058823,71,0,34,0.0
345,704.5,0,16.078432,27.058823,71,0,34,0.0
345,704.5,0,16.078432,26.666666,72,0,34,0.0
347,701.5,0,16.078432,26.666666,72,0,34,0.0
347,701.5,0,16.078432,26.666666,72,0,34,0.0
347,701.5,0,16.078432,26.666666,72,0,34,0.0
347,700.75,0,16.078432,26.666666,72,0,34,0.0
349,700.75,0,16.078432,26.666666,72,0,34,0.0
349,700.75,0,16.078432,26.666666,72,0,34,0.0
349,700.75,0,16.078432,26.666666,72,0,34,0.0
349,699.0,0,16.078432,26.666666,72,0,35,0.0
350,699.0,0,16.078432,26.666666,72,0,35,0.0
350,699.0,0,16.078432,26.666666,72,0,35,0.0
350,699.0,0,16.078432,26.666666,72,0,35,0.0
352,700.75,0,16.078432,26.666666,72,0,35,0.0
352,700.75,0,16.078432,26.666666,72,0,35,0.0
352,700.75,0,16.078432,26.666666,72,0,35,0.0
352,706.25,0,16.078432,26.666666,72,0,35,0.0
354,706.25,0,16.078432,26.666666,72,0,35,0.0
354,706.25,0,16.078432,26.666666,72,0,35,0.0
354,706.25,0,16.078432,26.666666,72,0,35,0.0
354,705.25,0,16.078432,26.666666,73,0,35,0.0
356,705.25,0,16.078432,26.666666,73,0,35,0.0
356,705.25,0,16.078432,26.666666,73,0,35,0.0
356,705.25,0,16.078432,26.666666,73,0,35,0.0
358,707.75,0,16.078432,26.666666,73,0,35,0.0
358,707.75,0,16.078432,26.666666,73,0,35,0.0
358,707.75,0,16.078432,26.666666,73,0,35,0.0
358,711.5,0,16.078432,26.666666,73,0,35,0.0
360,711.5,0,16.078432,26.666666,73,0,35,0.0
360,711.5,0,16.078432,26.666666,73,0,35,0.0
360,711.5,0,16.078432,26.666666,73,0,35,0.0
360,701.5,0,16.078432,26.666666,73,0,35,0.0
361,701.5,0,16.078432,26.666666,73,0,35,0.0
361,701.5,0,16.078432,26.666666,73,0,35,0.0
361,701.5,0,16.078432,26.666666,73,0,35,0.0
363,701.5,0,16.078432,26.666666,73,0,35,0.0
363,701.5,0,16.078432,26.666666,73,0,35,0.0
363,701.5,0,16.078432,26.666666,73,0,35,0.0
363,703.75,0,16.078432,26.666666,73,0,35,0.0
365,703.75,0,16.078432,26.666666,73,0,35,0.0
365,703.75,0,16.078432,26.666666,73,0,35,0.0
365,703.75,0,16.078432,26.666666,73,0,35,0.0
365,698.25,0,16.078432,26.274509,73,0,35,0.0
367,698.25,0,16.078432,26.274509,73,0,35,0.0
367,698.25,0,16.078432,26.274509,73,0,35,0.0
367,698.25,0,16.078432,26.666666,73,0,35,0.0
369,700.0,0,16.078432,26.666666,73,0,35,0.0
369,700.0,0,16.078432,26.666666,73,0,35,0.0
369,700.0,0,16.078432,26.666666,73,0,35,0.0
369,699.0,0,16.078432,26.666666,73,0,35,0.0
370,699.0,0,16.078432,26.666666,73,0,35,0.0
370,699.0,0,16.078432,26.666666,73,0,35,0.0
370,699.0,0,16.078432,26.666666,73,0,35,0.0
370,700.0,0,16.078432,26.666666,73,0,35,0.0
372,700.0,0,16.078432,26.666666,73,0,35,0.0
372,700.0,0,16.078432,26.666666,73,0,35,0.0
372,700.0,0,16.078432,26.666666,73,0,35,0.0
374,697.5,0,16.078432,26.666666,73,0,35,0.0
374,697.5,0,16.078432,26.666666,73,0,35,0.0
374,697.5,0,16.078432,26.666666,73,0,35,0.0
374,692.75,0,16.078432,26.666666,73,0,35,0.0
376,692.75,0,16.078432,26.666666,73,0,35,0.0
376,692.75,0,16.078432,26.666666,73,0,35,0.0
376,692.75,0,16.078432,26.666666,73,0,35,0.0
376,698.25,0,16.078432,26.666666,74,0,35,0.0
378,698.25,0,16.078432,26.666666,74,0,35,0.0
378,698.25,0,16.078432,26.666666,74,0,35,0.0
378,698.25,0,16.078432,26.666666,74,0,35,0.0
379,691.25,0,16.078432,26.666666,74,0,35,0.0
379,691.25,0,16.078432,26.666666,74,0,35,0.0
379,691.25,0,16.078432,26.666666,74,0,35,0.0
379,691.25,0,16.078432,26.666666,74,0,35,0.0
381,691.25,0,16.078432,26.666666,74,0,35,0.0
381,691.25,0,16.078432,26.666666,74,0,35,0.0
381,691.25,0,16.078432,26.666666,74,0,35,0.0
381,703.75,0,16.078432,26.666666,74,0,35,0.0
383,703.75,0,16.078432,26.666666,74,0,35,0.0
383,703.75,0,16.078432,26.666666,74,0,35,0.0
383,703.75,0,16.078432,26.666666,74,0,35,0.0
385,696.75,0,16.078432,26.666666,74,0,35,0.0
385,696.75,0,16.078432,26.666666,74,0,35,0.0
385,696.75,0,16.078432,26.666666,74,0,35,0.0
385,696.75,0,16.078432,26.666666,74,0,35,0.0
387,700.0,0,16.078432,26.666666,74,0,35,0.0
387,700.0,0,16.078432,26.666666,74,0,35,0.0
387,700.0,0,16.078432,26.666666,74,0,35,0.0
387,710.0,0,16.078432,26.274509,74,0,35,0.0
389,710.0,0,16.078432,26.274509,74,0,35,0.0
389,710.0,0,16.078432,26.274509,74,0,35,0.0
389,710.0,0,16.078432,26.274509,74,0,35,0.0
390,700.75,0,16.078432,26.274509,75,0,35,0.0
390,700.75,0,16.078432,26.274509,75,0,35,0.0
390,700.75,0,16.078432,26.274509,75,0,35,0.0
390,700.75,0,16.078432,26.274509,75,0,35,0.0
392,701.5,0,16.078432,26.274509,75,0,35,0.0
392,701.5,0,16.078432,26.274509,75,0,35,0.0
392,701.5,0,16.078432,26.274509,75,0,35,0.0
392,698.25,0,16.078432,26.274509,75,0,35,0.0
394,698.25,0,16.078432,26.274509,75,0,35,0.0
394,698.25,0,16.078432,26.274509,75,0,35,0.0
394,698.25,0,16.078432,26.274509,75,0,35,0.0
394,704.5,0,16.078432,26.666666,75,0,35,0.0
396,704.5,0,16.078432,26.666666,75,0,35,0.0
396,704.5,0,16.078432,26.666666,75,0,35,0.0
396,704.5,0,16.078432,26.666666,75,0,35,0.0
398,700.75,0,16.078432,26.666666,75,0,35,0.0
398,700.75,0,16.078432,26.666666,75,0,35,0.0
398,700.75,0,16.078432,26.666666,75,0,35,0.0
398,691.25,0,16.078432,26.666666,75,0,35,0.0
399,691.25,0,16.078432,26.666666,75,0,35,0.0
399,691.25,0,16.078432,26.666666,75,0,35,0.0
399,691.25,0,16.078432,26.666666,75,0,35,0.0
399,692.75,0,16.078432,26.666666,75,0,35,0.0
401,692.75,0,16.078432,26.666666,75,0,35,0.0
401,692.75,0,16.078432,26.666666,75,0,35,0.0
401,692.75,0,16.078432,26.666666,75,0,35,0.0
403,696.75,0,16.078432,26.666666,75,0,36,0.0
403,696.75,0,16.078432,26.666666,75,0,36,0.0
403,696.75,0,16.078432,26.666666,75,0,36,0.0
403,694.5,0,16.078432,26.666666,76,0,36,0.0
405,694.5,0,16.078432,26.666666,76,0,36,0.0
405,694.5,0,16.078432,26.666666,76,0,36,0.0
405,694.5,0,16.078432,26.666666,76,0,36,0.0
405,693.75,0,16.078432,26.274509,76,0,36,0.0
407,693.75,0,16.078432,26.274509,76,0,36,0.0
407,693.75,0,16.078432,26.274509,76,0,36,0.0
407,693.75,0,16.078432,26.666666,76,0,36,0.0
408,698.25,0,16.078432,26.666666,76,0,36,0.0
408,698.25,0,16.078432,26.666666,76,0,36,0.0
408,698.25,0,16.078432,26.666666,76,0,36,0.0
408,696.75,0,16.078432,26.274509,76,0,36,0.0
410,696.75,0,16.078432,26.274509,76,0,36,0.0
410,696.75,0,16.078432,26.274509,76,0,36,0.0
410,696.75,0,16.078432,26.274509,76,0,36,0.0
410,696.75,0,16.078432,26.274509,76,0,36,0.0
412,696.75,0,16.078432,26.274509,76,0,36,0.0
412,696.75,0,16.078432,26.274509,76,0,36,0.0
412,696.75,0,16.078432,26.666666,76,0,36,0.0
414,702.25,0,16.078432,26.666666,76,0,36,0.0
414,702.25,0,16.078432,26.666666,76,0,36,0.0
414,702.25,0,16.078432,26.666666,76,0,36,0.0
414,700.75,0,16.078432,26.666666,76,0,36,0.0
416,700.75,0,16.078432,26.666666,76,0,36,0.0
416,700.75,0,16.078432,26.666666,76,0,36,0.0
416,700.75,0,16.078432,26.666666,76,0,36,0.0
416,753.75,0,18.82353,42.745098,76,0,36,0.0
417,753.75,0,18.82353,42.745098,76,0,36,0.0
417,753.75,0,18.82353,42.745098,76,0,36,0.0
417,753.75,0,18.82353,40.392159,76,0,36,0.0
419,843.75,0,18.82353,40.392159,76,0,36,0.0
419,843.75,0,18.82353,40.392159,76,0,36,0.0
419,843.75,0,18.82353,40.392159,76,0,36,0.0
419,881.25,0,18.82353,38.039215,76,0,36,0.0
421,881.25,0,18.82353,38.039215,76,0,36,0.0
421,881.25,0,18.82353,38.039215,76,0,36,0.0
421,881.25,0,18.82353,38.039215,76,0,36,0.0
421,895.25,0,18.82353,36.470589,76,0,36,0.0
423,895.25,0,18.82353,36.470589,76,0,36,0.0
423,895.25,0,18.82353,36.470589,76,0,36,0.0
423,895.25,0,18.82353,36.470589,76,0,36,0.0
425,886.5,0,18.431372,35.294117,77,0,36,0.0
425,886.5,0,18.431372,35.294117,77,0,36,0.0
425,886.5,0,18.431372,35.294117,77,0,36,0.0
425,886.5,0,18.431372,35.294117,77,0,36,0.0
427,870.25,0,18.431372,35.294117,77,0,36,0.0
427,870.25,0,18.431372,35.294117,77,0,36,0.0
427,870.25,0,18.431372,35.294117,77,0,36,0.0
427,860.75,0,18.431372,35.686275,77,0,36,0.0
428,860.75,0,18.431372,35.686275,77,0,36,0.0
428,860.75,0,18.431372,35.686275,77,0,36,0.0
428,860.75,0,18.431372,35.686275,77,0,36,0.0
428,854.5,0,18.431372,35.686275,78,0,36,0.0
430,854.5,0,18.431372,35.686275,78,0,36,0.0
430,854.5,0,18.431372,35.686275,78,0,36,0.0
430,854.5,0,18.431372,36.07843,78,0,36,0.0
432,849.0,0,18.431372,36.07843,78,0,36,0.0
432,849.0,0,18.431372,36.07843,78,0,36,0.0
432,849.0,0,18.431372,36.07843,78,0,36,0.0
432,849.0,0,18.431372,36.07843,78,0,36,0.0
434,849.0,0,18.431372,36.07843,78,0,36,0.0
434,849.0,0,18.431372,36.07843,78,0,36,0.0
434,849.0,0,18.431372,36.07843,78,0,36,0.0
434,854.5,0,18.431372,36.07843,78,0,36,0.0
436,854.5,0,18.431372,36.07843,78,0,36,0.0
436,854.5,0,18.431372,36.07843,78,0,36,0.0
436,854.5,0,18.431372,36.07843,78,0,36,0.0
437,855.25,0,18.431372,36.07843,78,0,36,0.0
437,855.25,0,18.431372,36.07843,78,0,36,0.0
437,855.25,0,18.431372,36.07843,78,0,36,0.0
437,856.25,0,18.431372,35.686275,78,0,36,0.0
439,856.25,0,18.431372,35.686275,78,0,36,0.0
439,856.25,0,18.431372,35.686275,78,0,36,0.0
439,856.25,0,18.431372,35.686275,78,0,36,0.0
439,860.0,0,18.431372,35.686275,78,0,36,0.0
441,860.0,0,18.431372,35.686275,78,0,36,0.0
441,860.0,0,18.431372,35.686275,78,0,36,0.0
441,860.0,0,18.431372,35.686275,79,0,36,0.0
443,860.75,0,18.431372,35.686275,79,0,36,0.0
443,860.75,0,18.431372,35.686275,79,0,36,0.0
443,860.75,0,18.431372,35.686275,79,0,36,0.0
443,860.0,0,18.431372,35.686275,79,0,36,0.0
445,860.0,0,18.431372,35.686275,79,0,36,0.0
445,860.0,0,18.431372,35.686275,79,0,36,0.0
445,860.0,0,18.431372,35.686275,79,0,36,0.0
445,863.25,0,18.431372,35.294117,79,0,36,0.0
447,863.25,0,18.431372,35.294117,79,0,36,0.0
447,863.25,0,18.431372,35.294117,79,0,36,0.0
447,863.25,0,18.431372,35.294117,80,0,36,0.0
448,855.25,0,18.431372,35.294117,80,0,36,0.0
448,855.25,0,18.431372,35.294117,80,0,36,0.0
448,855.25,0,18.431372,35.294117,80,0,36,0.0
448,858.5,0,18.431372,35.294117,80,0,36,0.0
450,858.5,0,18.431372,35.294117,80,0,36,0.0
450,858.5,0,18.431372,35.294117,80,0,36,0.0
450,858.5,0,18.431372,35.294117,80,0,36,0.0
450,856.25,0,18.039215,35.294117,80,0,36,0.0
452,856.25,0,18.039215,35.294117,80,0,36,0.0
452,856.25,0,18.039215,35.294117,80,0,36,0.0
452,856.25,0,18.039215,35.686275,80,0,36,0.0
454,854.5,0,18.039215,35.686275,80,0,36,0.0
454,854.5,0,18.039215,35.686275,80,0,36,0.0
454,854.5,0,18.039215,35.686275,80,0,36,0.0
454,855.25,0,18.039215,35.686275,80,0,36,0.0
456,855.25,0,18.039215,35.686275,80,0,36,0.0
456,855.25,0,18.039215,35.686275,80,0,36,0.0
456,855.25,0,18.039215,35.686275,80,0,36,0.0
456,853.0,0,18.431372,35.294117,80,0,36,0.0
457,853.0,0,18.431372,35.294117,80,0,36,0.0
457,853.0,0,18.431372,35.294117,80,0,36,0.0
457,853.0,0,18.431372,35.294117,80,0,36,0.0
459,860.75,0,18.039215,35.294117,80,0,36,0.0
459,860.75,0,18.039215,35.294117,80,0,36,0.0
459,860.75,0,18.039215,35.294117,80,0,36,0.0
459,856.25,0,18.039215,35.294117,80,0,36,0.0
461,856.25,0,18.039215,35.294117,80,0,36,0.0
461,856.25,0,18.039215,35.294117,80,0,36,0.0
461,856.25,0,18.039215,35.294117,80,0,36,0.0
461,850.75,0,18.039215,35.294117,80,0,36,0.0
463,850.75,0,18.039215,35.294117,80,0,36,0.0
463,850.75,0,18.039215,35.294117,80,0,36,0.0
463,850.75,0,18.039215,35.294117,80,0,36,0.0
465,857.0,0,18.039215,35.294117,81,0,36,0.0
465,857.0,0,18.039215,35.294117,81,0,36,0.0
465,857.0,0,18.039215,35.294117,81,0,36,0.0
465,857.0,0,18.039215,35.686275,81,0,36,0.0
466,854.5,0,18.039215,35.686275,81,0,36,0.0
466,854.5,0,18.039215,35.686275,81,0,36,0.0
466,854.5,0,18.039215,35.686275,81,0,36,0.0
466,854.5,0,18.039215,35.294117,81,0,36,0.0
468,854.5,0,18.039215,35.294117,81,0,36,0.0
468,854.5,0,18.039215,35.294117,81,0,36,0.0
468,854.5,0,18.039215,35.294117,81,0,36,0.0
468,852.25,0,18.039215,35.294117,81,0,36,0.0
470,852.25,0,18.039215,35.294117,81,0,36,0.0
470,852.25,0,18.039215,35.294117,81,0,36,0.0
470,852.25,0,18.039215,35.294117,81,0,36,0.0
472,860.0,0,18.039215,35.294117,81,0,36,0.0
472,860.0,0,18.039215,35.294117,81,0,36,0.0
472,860.0,0,18.039215,35.294117,81,0,36,0.0
472,856.25,0,18.039215,35.294117,81,0,36,0.0
474,856.25,0,18.039215,35.294117,81,0,36,0.0
474,856.25,0,18.039215,35.294117,81,0,36,0.0
474,856.25,0,18.039215,35.294117,81,0,36,0.0
474,851.5,0,18.039215,35.294117,82,0,36,0.0
476,851.5,0,18.039215,35.294117,82,0,36,0.0
476,851.5,0,18.039215,35.294117,82,0,36,0.0
476,851.5,0,18.039215,35.686275,82,0,36,0.0
477,851.5,0,18.039215,35.686275,82,0,37,0.0
477,851.5,0,18.039215,35.686275,82,0,37,0.0
477,851.5,0,18.039215,35.686275,82,0,37,0.0
477,777.25,0,16.470589,26.274509,82,0,37,0.0
479,777.25,0,16.470589,26.274509,82,0,37,0.0
479,777.25,0,16.470589,26.274509,82,0,37,0.0
479,777.25,0,16.470589,26.274509,82,0,37,0.0
479,751.5,0,16.078432,25.882353,82,0,37,0.0
481,751.5,0,16.078432,25.882353,82,0,37,0.0
