Time,COOLANT_TEMPERATURE (),Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature,Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [��,Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
29:12.7,91,148,1621,96,31,26.02,83.5,28,14.1,14.5
29:12.8,91,148,1621,96,31,26.02,83.5,28,14.1,14.5
29:12.9,91,148,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.0,91,148,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.1,91,148,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.2,91,148,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.3,91,148,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.4,91,148,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.4,91,145,1621,96,31,25.66,83.5,28,14.1,14.5
29:13.5,91,145,1619,96,31,25.66,83.5,28,14.1,14.5
29:13.6,91,145,1619,96,31,25.66,83.5,28,14.1,14.5
29:13.7,91,145,1619,96,31,25.66,83.5,28,14.1,14.5
29:13.8,91,145,1619,96,31,24.69,83.5,28,14.1,14.5
29:13.9,91,145,1619,96,31,24.69,83.5,28,14.1,14.5
29:14.0,91,145,1619,96,31,24.69,83.5,28,14.1,14.5
29:14.1,91,145,1619,96,31,24.69,83.5,28,14.1,14.5
29:14.2,91,145,1619,96,31,24.69,83.5,28,14.1,14.5
29:14.3,91,145,1619,96,31,24.69,83.5,28,14.1,14.5
29:14.3,91,142,1619,96,31,24.69,83.5,28,14.1,14.5
29:14.4,91,142,1626,96,31,24.69,83.5,28,14.1,14.5
29:14.5,91,142,1626,96,31,24.69,83.5,28,14.1,14.5
29:14.6,91,142,1626,96,31,24.69,83.5,28,14.1,14.5
29:14.7,91,142,1626,96,31,24.61,83.5,28,14.1,14.5
29:14.8,91,142,1626,96,31,24.61,83.5,28,14.1,14.5
29:14.9,91,142,1626,96,31,24.61,83.5,28,14.1,14.5
29:15.0,91,142,1626,96,31,24.61,83.5,28,14.1,14.5
29:15.1,91,142,1626,96,31,24.61,83.5,28,14.1,14.5
29:15.2,91,142,1626,96,31,24.61,83.5,28,14.1,14.5
29:15.2,91,140,1626,96,31,24.61,83.5,28,14.1,14.5
29:15.3,91,140,1622,96,31,24.61,83.5,28,14.1,14.5
29:15.4,91,140,1622,96,31,24.61,83.5,28,14.1,14.5
29:15.5,91,140,1622,96,31,24.61,83.5,28,14.1,14.5
29:15.6,91,140,1622,96,31,23.83,83.5,28,14.1,14.5
29:15.7,91,140,1622,96,31,23.83,83.5,28,14.1,14.5
29:15.8,91,140,1622,96,31,23.83,83.5,28,14.1,14.5
29:15.9,91,140,1622,96,31,23.83,83.5,28,14.1,14.5
29:16.0,91,140,1622,96,31,23.83,83.5,28,14.1,14.5
29:16.1,91,140,1622,96,31,23.83,83.5,28,14.1,14.5
29:16.1,91,138,1622,96,31,23.83,83.5,28,14.1,14.5
29:16.2,91,138,1627,96,31,23.83,83.5,28,14.1,14.5
29:16.3,91,138,1627,96,31,23.83,83.5,28,14.1,14.5
29:16.4,91,138,1627,96,31,23.83,83.5,28,14.1,14.5
29:16.5,91,138,1627,96,31,23.63,83.5,28,14.1,14.5
29:16.6,91,138,1627,96,31,23.63,83.5,28,14.1,14.5
29:16.7,91,138,1627,96,31,23.63,83.5,28,14.1,14.5
29:16.8,91,138,1627,96,31,23.63,83.5,28,14.1,14.5
29:16.9,91,138,1627,96,31,23.63,83.5,28,14.1,14.5
29:17.0,91,138,1627,96,31,23.63,83.5,28,14.1,14.5
29:17.0,91,137,1627,96,31,23.63,83.5,28,14.1,14.5
29:17.1,91,137,1632,96,31,23.63,83.5,28,14.1,14.5
29:17.3,91,137,1632,96,31,23.63,83.5,28,14.1,14.5
29:17.3,91,137,1632,96,31,23.63,83.5,28,14.1,14.5
29:17.4,91,137,1632,96,31,22.66,83.5,28,14.1,14.5
29:17.6,91,137,1632,96,31,22.66,83.5,28,14.1,14.5
29:17.6,91,137,1632,96,31,22.66,83.5,28,14.1,14.5
29:17.7,91,137,1632,96,31,22.66,83.5,28,14.1,14.5
29:17.8,91,137,1632,96,31,22.66,83.5,28,14.1,14.5
29:17.9,91,137,1632,96,31,22.66,83.5,28,14.1,14.5
29:18.0,91,136,1632,96,31,22.66,83.5,28,14.1,14.5
29:18.1,91,136,1633,96,31,22.66,83.5,28,14.1,14.5
29:18.2,91,136,1633,97,31,22.66,83.5,28,14.1,14.5
29:18.3,91,136,1633,97,31,22.66,83.5,28,14.1,14.5
29:18.4,91,136,1633,97,31,21.97,83.5,28,14.1,14.5
29:18.5,91,136,1633,97,31,21.97,83.5,28,14.1,14.5
29:18.5,91,136,1633,97,31,21.97,83.5,28,14.1,14.5
29:18.6,91,136,1633,97,31,21.97,83.5,28,14.1,14.5
29:18.7,91,136,1633,97,31,21.97,83.5,28,14.1,14.5
29:18.8,91,136,1633,97,31,21.97,83.5,28,14.1,14.5
29:18.9,91,134,1633,97,31,21.97,83.5,28,14.1,14.5
29:19.0,91,134,1637,97,31,21.97,83.5,28,14.1,14.5
29:19.1,91,134,1637,97,31,21.97,83.5,28,14.1,14.5
29:19.2,91,134,1637,97,30,21.97,83.5,28,14.1,14.5
29:19.3,91,134,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.4,91,134,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.5,91,134,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.6,91,134,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.7,91,134,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.7,91,134,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.8,91,131,1637,97,30,20.8,83.5,28,14.1,14.5
29:19.9,91,131,1638,97,30,20.8,83.5,28,14.1,14.5
29:20.0,91,131,1638,97,30,20.8,83.5,28,14.1,14.5
29:20.1,91,131,1638,97,30,20.8,83.5,28,14.1,14.5
29:20.2,91,131,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.3,91,131,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.4,91,131,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.5,91,131,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.6,91,131,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.7,91,131,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.8,91,128,1638,97,30,19.72,83.5,28,14.1,14.5
29:20.9,91,128,1635,97,30,19.72,83.5,28,14.1,14.5
29:20.9,91,128,1635,97,30,19.72,83.5,28,14.1,14.5
29:21.0,91,128,1635,97,30,19.72,83.5,28,14.1,14.5
29:21.1,91,128,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.2,91,128,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.3,91,128,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.4,91,128,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.5,91,128,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.6,91,128,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.7,91,125,1635,97,30,19.49,83.5,28,14.1,14.5
29:21.8,91,125,1638,97,30,19.49,83.5,28,14.1,14.5
29:21.9,91,125,1638,97,30,19.49,83.5,28,14.1,14.5
29:22.0,91,125,1638,97,30,19.49,83.5,28,14.1,14.5
29:22.1,91,125,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.1,91,125,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.3,91,125,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.4,91,125,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.5,91,125,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.6,91,125,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.7,91,124,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.7,91,124,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.8,91,124,1638,97,30,18.55,83.5,28,14.1,14.5
29:22.9,91,124,1638,97,30,18.55,83.5,28,14.1,14.5
29:23.0,91,124,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.1,91,124,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.2,91,124,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.3,91,124,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.4,91,124,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.5,91,124,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.6,91,123,1638,97,30,18.44,83.5,28,14.1,14.5
29:23.7,91,123,1639,97,30,18.44,83.5,28,14.1,14.5
29:23.8,91,123,1639,97,30,18.44,83.5,28,14.1,14.5
29:23.9,91,123,1639,97,30,18.44,83.5,28,14.1,14.5
29:23.9,91,123,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.0,91,123,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.1,91,123,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.2,91,123,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.3,91,123,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.4,91,123,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.5,91,122,1639,97,30,18.13,83.5,28,14.1,14.5
29:24.6,91,122,1641,97,30,18.13,83.5,28,14.1,14.5
29:24.7,91,122,1641,97,30,18.13,83.5,28,14.1,14.5
29:24.8,91,122,1641,97,30,18.13,83.5,28,14.1,14.5
29:24.8,91,122,1641,97,30,18.16,83.5,28,14.1,14.5
29:24.9,91,122,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.0,91,122,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.1,91,122,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.2,91,122,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.3,91,122,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.4,91,121,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.5,91,121,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.6,91,121,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.7,91,121,1641,97,30,18.16,83.5,28,14.1,14.5
29:25.7,91,121,1641,97,30,17.58,83.5,28,14.1,14.5
29:25.8,91,121,1641,97,30,17.58,83.5,28,14.1,14.5
29:25.9,91,121,1641,97,30,17.58,83.5,28,14.1,14.5
29:26.0,91,121,1641,97,30,17.58,83.5,28,14.1,14.5
29:26.1,91,121,1641,97,30,17.58,83.5,28,14.1,14.5
29:26.2,91,121,1641,97,30,17.58,83.5,28,14.1,14.5
29:26.3,91,133,1641,97,30,17.58,83.5,28,14.1,14.5
29:26.4,91,133,1657,97,30,17.58,83.5,28,14.1,14.5
29:26.5,91,133,1657,97,30,17.58,83.5,28,14.1,14.5
29:26.6,91,133,1657,97,30,17.58,83.5,28,14.1,14.5
29:26.6,91,133,1657,97,30,30.99,83.5,28,14.1,14.5
29:26.7,91,133,1657,97,30,30.99,83.5,28,14.1,14.5
29:26.8,91,133,1657,97,30,30.99,83.5,28,14.1,14.5
29:26.9,91,133,1657,97,30,30.99,83.5,28,14.1,14.5
29:27.0,91,133,1657,97,30,30.99,83.5,28,14.1,14.5
29:27.1,91,133,1657,97,30,30.99,83.5,28,14.1,14.5
29:27.2,91,165,1657,97,30,30.99,83.5,28,14.1,14.5
29:27.3,91,165,1667,97,30,30.99,83.5,28,14.1,14.5
29:27.4,91,165,1667,99,30,30.99,83.5,28,14.1,14.5
29:27.5,91,165,1667,99,32,30.99,83.5,28,14.1,14.5
29:27.5,91,165,1667,99,32,36.36,83.5,28,14.1,14.5
29:27.6,91,165,1667,99,32,36.36,83.5,28,14.1,14.5
29:27.7,91,165,1667,99,32,36.36,83.5,28,14.1,14.5
29:27.8,91,165,1667,99,32,36.36,83.5,28,14.1,14.5
29:27.9,91,165,1667,99,32,36.36,83.5,28,14.1,14.5
29:28.0,91,165,1667,99,32,36.36,83.5,28,14.1,14.5
29:28.1,91,205,1667,99,32,36.36,83.5,28,14.1,14.5
29:28.2,91,205,1707,99,32,36.36,83.5,28,14.1,14.5
29:28.3,91,205,1707,101,32,36.36,83.5,28,14.1,14.5
29:28.4,91,205,1707,101,35,36.36,83.5,28,14.1,14.5
29:28.4,91,205,1707,101,35,52.36,83.5,28,14.1,14.5
29:28.5,91,205,1707,101,35,52.36,83.5,28,14.1,14.5
29:28.6,91,205,1707,101,35,52.36,83.5,28,14.1,14.5
29:28.7,91,205,1707,101,35,52.36,83.5,28,14.1,14.5
29:28.8,91,205,1707,101,35,52.36,83.5,28,14.1,14.5
29:28.9,91,205,1707,101,35,52.36,83.5,28,14.1,14.5
29:29.0,91,157,1707,101,35,52.36,83.5,28,14.1,14.5
29:29.1,91,157,1731,101,35,52.36,83.5,28,14.1,14.5
29:29.2,91,157,1731,103,35,52.36,83.5,28,14.1,14.5
29:29.3,91,157,1731,103,34,52.36,83.5,28,14.1,14.5
29:29.3,91,157,1731,103,34,31.63,83.5,28,14.1,14.5
29:29.4,91,157,1731,103,34,31.63,83.5,28,14.1,14.5
29:29.5,91,157,1731,103,34,31.63,83.5,28,14.1,14.5
29:29.6,91,157,1731,103,34,31.63,83.5,28,14.1,14.5
29:29.7,91,157,1731,103,34,31.63,83.5,28,14.1,14.5
29:29.8,91,157,1731,103,34,31.63,83.5,28,14.1,14.5
29:29.9,91,186,1731,103,34,31.63,83.5,28,14.1,14.5
29:30.0,91,186,1750,103,34,31.63,83.5,28,14.1,14.5
29:30.1,91,186,1750,104,34,31.63,83.5,28,14.1,14.5
29:30.2,91,186,1750,104,34,31.63,83.5,28,14.1,14.5
29:30.2,91,186,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.3,91,186,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.4,91,186,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.5,91,186,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.6,91,186,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.7,91,186,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.8,91,209,1750,104,34,36.94,83.5,28,14.1,14.5
29:30.9,91,209,1796,104,34,36.94,83.5,28,14.1,14.5
29:31.0,91,209,1796,106,34,36.94,83.5,28,14.1,14.5
29:31.1,91,209,1796,106,34,36.94,83.5,28,14.1,14.5
29:31.1,91,209,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.2,91,209,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.3,91,209,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.4,91,209,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.5,91,209,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.6,91,209,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.7,91,219,1796,106,34,62.91,83.5,28,14.1,14.5
29:31.8,91,219,1853,106,34,62.91,83.5,28,14.1,14.5
29:31.9,91,219,1853,109,34,62.91,83.5,28,14.1,14.5
29:32.0,91,219,1853,109,35,62.91,83.5,28,14.1,14.5
29:32.0,91,219,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.1,91,219,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.2,91,219,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.3,91,219,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.4,91,219,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.5,91,219,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.6,91,211,1853,109,35,61.27,83.5,28,14.1,14.5
29:32.7,91,211,1891,109,35,61.27,83.5,28,14.1,14.5
29:32.8,91,211,1891,112,35,61.27,83.5,28,14.1,14.5
29:32.9,91,211,1891,112,35,61.27,83.5,28,14.1,14.5
29:33.0,91,211,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.1,91,211,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.2,91,211,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.2,91,211,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.3,91,211,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.4,91,211,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.5,91,203,1891,112,35,60.72,83.5,28,14.1,14.5
29:33.6,91,203,1929,112,35,60.72,83.5,28,14.1,14.5
29:33.7,91,203,1929,115,35,60.72,83.5,28,14.1,14.5
29:33.8,91,203,1929,115,34,60.72,83.5,28,14.1,14.5
29:33.9,91,203,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.0,91,203,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.1,91,203,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.1,91,203,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.2,91,203,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.3,91,203,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.4,91,200,1929,115,34,59.86,83.5,28,14.1,14.5
29:34.5,91,200,1964,115,34,59.86,83.5,28,14.1,14.5
29:34.6,91,200,1964,116,34,59.86,83.5,28,14.1,14.5
29:34.7,91,200,1964,116,34,59.86,83.5,28,14.1,14.5
29:34.8,91,200,1964,116,34,58.86,83.5,28,14.1,14.5
29:34.9,91,200,1964,116,34,58.86,83.5,28,14.1,14.5
29:35.0,91,200,1964,116,34,58.86,83.5,28,14.1,14.5
29:35.0,91,200,1964,116,34,58.86,83.5,28,14.1,14.5
29:35.1,91,200,1964,116,34,58.86,83.5,28,14.1,14.5
29:35.2,91,200,1964,116,34,58.86,83.5,28,14.1,14.5
29:35.3,91,194,1964,116,34,58.86,83.5,28,14.1,14.5
29:35.4,91,194,1989,116,34,58.86,83.5,28,14.1,14.5
29:35.5,91,194,1989,118,34,58.86,83.5,28,14.1,14.5
29:35.6,91,194,1989,118,34,58.86,83.5,28,14.1,14.5
29:35.7,91,194,1989,118,34,46.02,83.5,28,14.1,14.5
29:35.8,91,194,1989,118,34,46.02,83.5,28,14.1,14.5
29:35.9,91,194,1989,118,34,46.02,83.5,28,14.1,14.5
29:35.9,91,194,1989,118,34,46.02,83.5,28,14.1,14.5
29:36.0,91,194,1989,118,34,46.02,83.5,28,14.1,14.5
29:36.1,91,194,1989,118,34,46.02,83.5,28,14.1,14.5
29:36.2,91,192,1989,118,34,46.02,83.5,28,14.1,14.5
29:36.3,91,192,2013,118,34,46.02,83.5,28,14.1,14.5
29:36.4,91,192,2013,119,34,46.02,83.5,28,14.1,14.5
29:36.5,91,192,2013,119,33,46.02,83.5,28,14.1,14.5
29:36.6,91,192,2013,119,33,42.38,83.5,28,14.1,14.5
29:36.7,91,192,2013,119,33,42.38,83.5,28,14.1,14.5
29:36.8,91,192,2013,119,33,42.38,83.5,28,14.1,14.5
29:36.8,91,192,2013,119,33,42.38,83.5,28,14.1,14.5
29:36.9,91,192,2013,119,33,42.38,83.5,28,14.1,14.5
29:37.0,91,192,2013,119,33,42.38,83.5,28,14.1,14.5
29:37.1,91,187,2013,119,33,42.38,83.5,28,14.1,14.5
29:37.2,91,187,2037,119,33,42.38,83.5,28,14.1,14.5
29:37.3,91,187,2037,121,33,42.38,83.5,28,14.1,14.5
29:37.4,91,187,2037,121,32,42.38,83.5,28,14.1,14.5
29:37.5,91,187,2037,121,32,41.8,83.5,28,14.1,14.5
29:37.6,91,187,2037,121,32,41.8,83.5,28,14.1,14.5
29:37.7,91,187,2037,121,32,41.8,83.5,28,14.1,14.5
29:37.8,91,187,2037,121,32,41.8,83.5,28,14.1,14.5
29:37.9,91,187,2037,121,32,41.8,83.5,28,14.1,14.5
29:38.0,91,187,2037,121,32,41.8,83.5,28,14.1,14.5
29:38.0,91,178,2037,121,32,41.8,83.5,28,14.1,14.5
29:38.1,91,178,2053,121,32,41.8,83.5,28,14.1,14.5
29:38.2,91,178,2053,122,32,41.8,83.5,28,14.1,14.5
29:38.3,91,178,2053,122,32,41.8,83.5,28,14.1,14.5
29:38.4,91,178,2053,122,32,39.55,83.5,28,14.1,14.5
29:38.5,91,178,2053,122,32,39.55,83.5,28,14.1,14.5
29:38.6,91,178,2053,122,32,39.55,83.5,28,14.1,14.5
29:38.7,91,178,2053,122,32,39.55,83.5,28,14.1,14.5
29:38.8,91,178,2053,122,32,39.55,83.5,28,14.1,14.5
29:38.9,91,178,2053,122,32,39.55,83.5,28,14.1,14.5
29:38.9,91,169,2053,122,32,39.55,83.5,28,14.1,14.5
29:39.0,91,169,2063,122,32,39.55,83.5,28,14.1,14.5
29:39.1,91,169,2063,122,32,39.55,83.5,28,14.1,14.5
29:39.2,91,169,2063,122,32,39.55,83.5,28,14.1,14.5
29:39.3,91,169,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.4,91,169,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.5,91,169,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.6,91,169,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.7,91,169,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.8,91,169,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.8,91,163,2063,122,32,37.61,83.5,28,14.1,14.5
29:39.9,91,163,2075,122,32,37.61,83.5,28,14.1,14.5
29:40.0,91,163,2075,123,32,37.61,83.5,28,14.1,14.5
29:40.1,91,163,2075,123,32,37.61,83.5,28,14.1,14.5
29:40.2,91,163,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.3,91,163,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.4,91,163,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.5,91,163,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.6,91,163,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.7,91,163,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.7,91,157,2075,123,32,35.8,83.5,28,14.1,14.5
29:40.8,91,157,2087,123,32,35.8,83.5,28,14.1,14.5
29:40.9,91,157,2087,124,32,35.8,83.5,28,14.1,14.5
29:41.0,91,157,2087,124,32,35.8,83.5,28,14.1,14.5
29:41.1,91,157,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.2,91,157,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.3,91,157,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.4,91,157,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.5,91,157,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.6,91,157,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.7,91,153,2087,124,32,34.94,83.5,28,14.1,14.5
29:41.8,91,153,2095,124,32,34.94,83.5,28,14.1,14.5
29:41.9,91,153,2095,124,32,34.94,83.5,28,14.1,14.5
29:41.9,91,153,2095,124,32,34.94,83.5,28,14.1,14.5
29:42.0,91,153,2095,124,32,33.63,83.5,28,14.1,14.5
29:42.1,91,153,2095,124,32,33.63,83.5,28,14.1,14.5
29:42.2,91,153,2095,124,32,33.63,83.5,29,14.1,14.5
29:42.3,91,153,2095,124,32,33.63,83.5,29,14.1,14.5
29:42.4,91,153,2095,124,32,33.63,83.5,29,14.1,14.5
29:42.5,91,153,2095,124,32,33.63,83.5,29,14.1,14.5
29:42.6,91,150,2095,124,32,33.63,83.5,29,14.1,14.5
29:42.7,91,150,2096,124,32,33.63,83.5,29,14.1,14.5
29:42.8,91,150,2096,124,32,33.63,83.5,29,14.1,14.5
29:42.9,91,150,2096,124,32,33.63,83.5,29,14.1,14.5
29:43.0,91,150,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.1,91,150,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.1,91,150,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.2,91,150,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.3,91,150,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.4,91,150,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.5,91,152,2096,124,32,33.16,83.5,29,14.1,14.5
29:43.6,91,152,2093,124,32,33.16,83.5,29,14.1,14.5
29:43.7,91,152,2093,124,32,33.16,83.5,29,14.1,14.5
29:43.8,91,152,2093,124,32,33.16,83.5,29,14.1,14.5
29:43.9,91,152,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.0,91,152,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.0,91,152,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.1,91,152,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.2,91,152,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.3,91,152,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.4,91,154,2093,124,32,33.99,83.5,29,14.1,14.5
29:44.5,91,154,2094,124,32,33.99,83.5,29,14.1,14.5
29:44.6,91,154,2094,124,32,33.99,83.5,29,14.1,14.5
29:44.7,91,154,2094,124,32,33.99,83.5,29,14.1,14.5
29:44.8,91,154,2094,124,32,34.47,83.5,29,14.1,14.5
29:44.9,91,154,2094,124,32,34.47,83.5,29,14.1,14.5
29:44.9,91,154,2094,124,32,34.47,83.5,29,14.1,14.5
29:45.0,91,154,2094,124,32,34.47,83.5,29,14.1,14.5
29:45.1,91,154,2094,124,32,34.47,83.5,29,14.1,14.1
29:45.2,91,154,2094,124,32,34.47,83.5,29,14.1,14.1
29:45.3,91,155,2094,124,32,34.47,83.5,29,14.1,14.1
29:45.4,91,155,2095,124,32,34.47,83.5,29,14.1,14.1
29:45.5,91,155,2095,124,32,34.47,83.5,29,14.1,14.1
29:45.6,91,155,2095,124,32,34.47,83.5,29,14.1,14.1
29:45.7,91,155,2095,124,32,34.63,83.5,29,14.1,14.1
29:45.8,91,155,2095,124,32,34.63,83.5,29,14.1,14.1
29:45.8,91,155,2095,124,32,34.63,83.5,29,14.1,14.1
29:45.9,91,155,2095,124,32,34.63,83.5,29,14.1,14.1
29:46.0,91,155,2095,124,32,34.63,83.5,29,14.1,14.5
29:46.1,91,155,2095,124,32,34.63,83.5,29,14.1,14.5
29:46.2,91,156,2095,124,32,34.63,83.5,29,14.1,14.5
29:46.3,91,156,2097,124,32,34.63,83.5,29,14.1,14.5
29:46.4,91,156,2097,124,32,34.63,83.5,29,14.1,14.5
29:46.5,91,156,2097,124,32,34.63,83.5,29,14.1,14.5
29:46.6,91,156,2097,124,32,34.49,83.5,29,14.1,14.5
29:46.7,91,156,2097,124,32,34.49,83.5,29,14.1,14.5
29:46.7,91,156,2097,124,32,34.49,83.5,29,14.1,14.5
29:46.8,91,156,2097,124,32,34.49,83.5,29,14.1,14.5
29:46.9,91,156,2097,124,32,34.49,83.5,29,14.1,14.5
29:47.0,91,156,2097,124,32,34.49,83.5,29,14.1,14.5
29:47.1,91,155,2097,124,32,34.49,83.5,29,14.1,14.5
29:47.2,91,155,2102,124,32,34.49,83.5,29,14.1,14.5
29:47.3,91,155,2102,125,32,34.49,83.5,29,14.1,14.5
29:47.4,91,155,2102,125,32,34.49,83.5,29,14.1,14.5
29:47.5,91,155,2102,125,32,34.19,83.5,29,14.1,14.5
29:47.6,91,155,2102,125,32,34.19,83.5,29,14.1,14.5
29:47.6,91,155,2102,125,32,34.19,83.5,29,14.1,14.5
29:47.7,91,155,2102,125,32,34.19,83.5,29,14.1,14.5
29:47.8,91,155,2102,125,32,34.19,83.5,29,14.1,14.5
29:47.9,91,155,2102,125,32,34.19,83.5,29,14.1,14.5
29:48.0,91,154,2102,125,32,34.19,83.5,29,14.1,14.5
29:48.1,91,154,2108,125,32,34.19,83.5,29,14.1,14.5
29:48.2,91,154,2108,125,32,34.19,83.5,29,14.1,14.5
29:48.3,91,154,2108,125,32,34.19,83.5,29,14.1,14.5
29:48.4,91,154,2108,125,32,33.61,83.5,29,14.1,14.5
29:48.5,91,154,2108,125,32,33.61,83.5,29,14.1,14.5
29:48.5,91,154,2108,125,32,33.61,83.5,29,14.1,14.5
