ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED (),Throttle_Response_Problem
332,1171.75,12,16.862745,20.784313,87,-3.125,-0.78125,21,30.196079,47.843136,16.078432,31.764706,16.470589,0,101,0,38,9,520.299988,382.899994,13.574,3.529412,0,7871,0,255,
332,1171.75,12,16.862745,26.666666,87,-3.125,-0.78125,21,30.196079,47.843136,16.078432,31.764706,16.470589,0,101,0,38,9,520.299988,382.899994,13.574,3.529412,0,7871,0,255,
334,761.5,9,16.470589,26.666666,87,-3.125,3.125,28,30.196079,47.843136,16.078432,31.764706,16.470589,0,101,0,38,7,520.299988,382.899994,13.574,3.529412,0,7871,0,255,
334,761.5,9,16.470589,26.666666,87,-3.125,3.125,28,27.843138,47.843136,16.078432,31.764706,16.470589,0,101,0,38,7,519.400024,382.100006,13.574,4.313725,0,7871,0,255,
334,761.5,9,16.470589,26.666666,87,-3.125,3.125,28,27.843138,47.843136,16.078432,31.764706,16.470589,0,101,0,38,7,519.400024,382.100006,13.867,4.313725,0,7871,0,255,
334,705.25,6,16.470589,25.490196,87,-3.125,-2.34375,29,27.843138,47.843136,16.078432,31.764706,16.470589,0,101,0,38,7,519.400024,382.100006,13.867,4.313725,0,7871,0,255,
335,705.25,6,18.039215,25.490196,87,-3.125,-2.34375,29,27.843138,47.843136,16.078432,31.764706,16.470589,0,101,0,38,7,519.400024,382.100006,13.867,4.313725,0,7871,0,255,
335,705.25,6,18.039215,25.490196,87,-3.125,-2.34375,29,32.156864,52.941177,16.078432,31.764706,16.470589,0,101,3.529412,38,7,518.900024,381.700012,13.828,5.490196,0,7871,0,255,
335,705.25,6,18.039215,25.490196,87,-3.125,-2.34375,29,32.156864,52.941177,25.490196,41.568626,21.17647,0,101,3.529412,38,7,518.900024,381.700012,13.828,5.490196,0,7871,0,255,
335,1307,6,21.568628,65.098038,87,-0.78125,-7.03125,52,32.156864,52.941177,25.490196,41.568626,21.17647,0,101,3.529412,38,10,518.900024,381.700012,13.828,5.490196,0,7871,0,255,
337,1307,6,21.568628,65.098038,87,-0.78125,-7.03125,52,33.333332,52.941177,25.490196,41.568626,21.17647,0,101,3.529412,38,10,518.900024,381.700012,13.828,10.196078,0,7871,0,255,
337,1307,6,21.568628,65.098038,87,-0.78125,-7.03125,52,33.333332,50.196079,16.078432,31.764706,18.039215,0,101,2.352941,38,10,518.200012,381,13.867,10.196078,0,7871,0,255,
337,1307,6,21.568628,65.098038,87,-0.78125,-7.03125,52,33.333332,50.196079,16.078432,31.764706,18.039215,0,101,2.352941,38,10,518.200012,381,13.867,10.196078,0,7871,0,255,
339,1028.75,15,28.627451,19.215687,87,0.78125,-3.90625,31,33.333332,50.196079,16.078432,31.764706,18.039215,0,101,2.352941,38,10,518.200012,381,13.867,10.196078,0,7871,0,255,
339,1028.75,15,28.627451,19.215687,87,0.78125,-3.90625,31,20.392157,50.196079,16.078432,31.764706,18.039215,0,102,2.352941,38,10,518.799988,381,13.867,12.54902,0,7871,0,255,
339,1028.75,15,28.627451,19.215687,87,0.78125,-3.90625,31,20.392157,67.058823,33.333332,49.019608,32.156864,0,102,14.117647,38,10,518.799988,381.100006,13.808,12.54902,0,7871,0,255,
339,1817.75,22,28.627451,86.666664,87,-4.6875,1.5625,85,20.392157,67.058823,33.333332,49.019608,32.156864,0,102,14.117647,38,10,518.799988,381.100006,13.808,12.54902,0,7871,0,255,
341,1817.75,22,29.803921,86.666664,87,-4.6875,1.5625,85,20.392157,67.058823,33.333332,49.019608,32.156864,0,102,14.117647,38,10,518.799988,381.100006,13.808,12.54902,0,7871,0,255,
341,1817.75,22,29.803921,86.666664,87,-4.6875,1.5625,85,24.313726,67.058823,33.333332,49.019608,32.156864,0,102,0,38,10,523.599976,383.899994,13.808,12.941176,0,7871,0,255,
341,1817.75,22,29.803921,86.666664,87,-4.6875,1.5625,85,24.313726,50.980392,16.078432,31.764706,18.82353,0,102,0,38,10,523.599976,383.899994,13.808,12.941176,0,7871,0,255,
341,1487.5,30,33.333332,93.333336,87,-4.6875,-3.125,93,24.313726,50.980392,16.078432,31.764706,18.82353,0,102,0,37,2,523.599976,383.899994,13.808,12.941176,0,7871,0,255,
343,1487.5,30,33.333332,93.333336,87,-4.6875,-3.125,93,25.09804,50.980392,16.078432,31.764706,18.82353,0,101,0,37,2,523.599976,383.899994,13.808,13.333333,0,7871,0,255,
343,1487.5,30,33.333332,93.333336,87,-4.6875,-3.125,93,25.09804,67.058823,31.764706,47.843136,31.764706,0,101,12.54902,37,2,527.099976,386,13.808,13.333333,0,7871,0,255,
343,1487.5,30,33.333332,93.333336,87,-4.6875,-3.125,93,25.09804,67.058823,31.764706,47.843136,31.764706,0,101,12.54902,37,2,527.099976,386,13.808,13.333333,0,7871,0,255,
345,1925.75,36,31.372549,86.666664,86,-4.6875,0.78125,87,25.09804,67.058823,31.764706,47.843136,31.764706,0,101,12.54902,36,10,527.099976,386,13.808,13.333333,0,7871,0,255,
345,1925.75,36,31.372549,86.666664,86,-4.6875,0.78125,87,31.764706,67.058823,31.764706,47.843136,31.764706,0,101,12.54902,36,10,537.299988,386,13.808,16.470589,0,7871,0,255,
345,1925.75,36,31.372549,86.666664,86,-4.6875,0.78125,87,31.764706,65.098038,30.588236,46.666668,29.803921,0,101,11.372549,36,10,537.299988,392.700012,13.808,16.470589,0,7871,0,255,
345,2273.25,36,31.372549,70.196075,86,-3.90625,-1.5625,59,31.764706,65.098038,30.588236,46.666668,29.803921,0,101,11.372549,36,10,537.299988,392.700012,13.808,16.470589,0,7871,0,255,
346,2273.25,45,21.960785,70.196075,86,-3.90625,-1.5625,59,31.764706,65.098038,30.588236,46.666668,29.803921,0,101,11.372549,36,22,537.299988,392.700012,13.808,16.470589,0,7871,0,255,
346,2273.25,45,21.960785,70.196075,86,-3.90625,-1.5625,59,30.196079,65.098038,30.588236,46.666668,29.803921,0,101,2.745098,36,22,549.900024,401.700012,13.808,13.333333,0,7871,0,255,
346,2273.25,45,21.960785,70.196075,86,-3.90625,-1.5625,59,30.196079,54.901962,22.352942,38.431374,21.960785,0,101,2.745098,36,22,549.900024,401.700012,13.808,13.333333,0,7871,0,255,
346,1762.5,47,18.82353,19.215687,86,-3.125,-7.8125,20,30.196079,54.901962,22.352942,38.431374,21.960785,0,101,2.745098,36,13,549.900024,401.700012,13.808,13.333333,0,7871,0,255,
348,1762.5,47,18.82353,19.215687,86,-3.125,-7.8125,20,32.941177,54.901962,22.352942,38.431374,21.960785,0,101,2.745098,36,13,549.900024,401.700012,13.808,14.117647,0,7871,0,255,
348,1762.5,47,18.82353,19.215687,86,-3.125,-7.8125,20,32.941177,56.470589,23.137255,39.215687,23.529411,0,101,5.098039,36,13,559.400024,409.399994,13.808,14.117647,0,7871,0,255,
348,1762.5,47,18.82353,19.215687,86,-3.125,-7.8125,20,32.941177,56.470589,23.137255,39.215687,23.529411,0,101,5.098039,36,13,559.400024,409.399994,13.808,14.117647,0,7871,0,255,
350,1697.5,46,22.745098,53.725491,86,-0.78125,-3.125,55,32.941177,56.470589,23.137255,39.215687,23.529411,0,101,5.098039,36,19,559.400024,409.399994,13.808,14.117647,0,7871,0,255,
350,1697.5,46,22.745098,53.725491,86,-0.78125,-3.125,55,31.764706,56.470589,23.137255,39.215687,23.529411,0,101,5.098039,36,19,559.400024,409.399994,13.808,14.509804,0,7871,0,255,
350,1697.5,46,22.745098,53.725491,86,-0.78125,-3.125,55,31.764706,56.07843,23.529411,39.607841,23.529411,0,101,3.921569,36,19,563.700012,413.200012,13.808,14.509804,0,7871,0,255,
350,1697.5,46,22.745098,45.882355,86,-1.5625,0,46,31.764706,56.07843,23.529411,39.607841,23.529411,0,101,3.921569,36,19,563.700012,413.200012,13.808,14.509804,0,7871,0,255,
352,1764,48,22.745098,45.882355,86,-1.5625,0,46,31.764706,56.07843,23.529411,39.607841,23.529411,0,101,3.921569,36,22,563.700012,413.200012,13.808,14.509804,0,7871,0,255,
352,1764,48,22.745098,45.882355,86,-1.5625,0,46,31.764706,56.07843,23.529411,39.607841,23.529411,0,101,3.529412,36,22,571.099976,420.299988,13.906,14.90196,0,7871,0,255,
352,1764,48,22.745098,45.882355,86,-1.5625,0,46,31.764706,55.294117,23.529411,39.607841,22.352942,0,101,3.529412,36,22,571.099976,420.299988,13.906,14.90196,0,7871,0,255,
352,1813.25,50,22.352942,45.098038,86,-1.5625,0.78125,45,31.764706,55.294117,23.529411,39.607841,22.352942,0,101,3.529412,37,22,571.099976,420.299988,13.906,14.90196,0,7871,0,255,
354,1813.25,50,22.352942,45.098038,86,-1.5625,0.78125,45,34.509804,55.294117,23.529411,39.607841,22.352942,0,101,3.529412,37,22,571.099976,420.299988,13.906,16.470589,0,7871,0,255,
354,1813.25,50,22.352942,45.098038,86,-1.5625,0.78125,45,34.509804,55.294117,23.529411,39.607841,22.352942,0,101,3.137255,37,22,577,426.5,13.906,16.470589,0,7871,0,255,
354,1813.25,50,22.352942,45.098038,86,-1.5625,0.78125,45,34.509804,55.294117,23.529411,39.607841,22.352942,0,101,3.137255,37,22,577,426.5,13.906,16.470589,0,7871,0,255,
355,1856.25,52,18.039215,40,86,-1.5625,4.6875,32,34.509804,55.294117,23.529411,39.607841,22.352942,0,101,3.137255,37,28,577,426.5,13.906,16.470589,0,7871,0,255,
355,1856.25,52,18.039215,40,86,-1.5625,4.6875,32,36.862743,55.294117,23.529411,39.607841,22.352942,0,101,3.137255,37,28,577,426.5,13.906,12.941176,0,7871,0,255,
355,1856.25,52,18.039215,40,86,-1.5625,4.6875,32,36.862743,50.980392,19.607843,35.294117,18.82353,0,101,0.392157,37,28,581.299988,431.700012,13.906,12.941176,0,7871,0,255,
355,1856.25,52,18.039215,18.82353,87,-3.125,3.90625,32,36.862743,50.980392,19.607843,35.294117,18.82353,0,101,0.392157,37,28,581.299988,431.700012,13.906,12.941176,0,7871,0,255,
357,1762.5,51,18.039215,18.82353,87,-3.125,3.90625,19,36.862743,50.980392,19.607843,35.294117,18.82353,0,101,0.392157,37,9,581.299988,431.700012,13.906,12.941176,0,7871,0,255,
357,1762.5,51,18.039215,18.82353,87,-3.125,3.90625,19,35.294117,50.980392,19.607843,35.294117,18.82353,0,101,0.392157,37,9,582.599976,433.799988,13.847,14.117647,0,7871,0,255,
357,1762.5,51,18.039215,18.82353,87,-3.125,3.90625,19,35.294117,51.764706,20.784313,36.470589,19.607843,0,101,1.568627,37,9,582.599976,433.799988,13.847,14.117647,0,7872,0,255,
357,1706.25,48,19.607843,25.882353,87,0.78125,9.375,27,35.294117,51.764706,20.784313,36.470589,19.607843,0,101,1.568627,38,26,582.599976,433.799988,13.847,14.117647,0,7872,0,255,
359,1706.25,48,19.607843,25.882353,87,0.78125,9.375,27,34.509804,51.764706,20.784313,36.470589,19.607843,0,101,1.568627,38,26,582.599976,433.799988,13.847,12.941176,0,7872,0,255,
359,1706.25,48,19.607843,25.882353,87,0.78125,9.375,27,34.509804,50.980392,19.607843,36.07843,19.215687,0,101,0.784314,38,26,584.099976,437.100006,13.828,12.941176,0,7872,0,255,
359,1706.25,48,19.607843,25.882353,87,0.78125,9.375,27,34.509804,50.980392,19.607843,36.07843,19.215687,0,101,0.784314,38,26,584.099976,437.100006,13.828,12.941176,0,7872,0,255,
359,1630.25,48,17.647058,22.352942,87,0.78125,0,21,34.509804,50.980392,19.607843,36.07843,19.215687,0,101,0.784314,38,14,584.099976,437.100006,13.828,12.941176,0,7872,0,255,
361,1630.25,48,17.647058,22.352942,87,0.78125,0,21,39.215687,50.980392,19.607843,36.07843,19.215687,0,101,0.784314,38,14,584.099976,437.100006,13.828,12.941176,0,7872,0,255,
361,1630.25,48,17.647058,22.352942,87,0.78125,0,21,39.215687,49.411766,16.078432,31.764706,17.647058,0,101,0,38,14,584.299988,439.200012,13.906,12.941176,0,7872,0,255,
361,1630.25,48,17.647058,23.529411,87,-3.125,0,21,39.215687,49.411766,16.078432,31.764706,17.647058,0,101,0,38,14,584.299988,439.200012,13.906,12.941176,0,7872,0,255,
363,1532.75,46,18.82353,23.529411,87,-3.125,0,25,39.215687,49.411766,16.078432,31.764706,17.647058,0,101,0,38,8,584.299988,439.200012,13.906,12.941176,0,7872,0,255,
363,1532.75,46,18.82353,23.529411,87,-3.125,0,25,31.764706,49.411766,16.078432,31.764706,17.647058,0,101,0,38,8,581.200012,440.100006,13.769,0,0,7872,0,255,
363,1532.75,46,18.82353,23.529411,87,-3.125,0,25,31.764706,52.156864,19.607843,35.294117,20,0,101,0.784314,38,8,581.200012,440.100006,13.769,0,0,7872,0,255,
363,1463.25,42,19.607843,35.686275,87,-1.5625,4.6875,34,31.764706,52.156864,19.607843,35.294117,20,0,101,0.784314,38,23,581.200012,440.100006,13.769,0,0,7872,0,255,
364,1463.25,42,19.607843,35.686275,87,-1.5625,4.6875,34,36.07843,52.156864,19.607843,35.294117,20,0,101,0.784314,38,23,581.200012,440.100006,13.769,12.941176,0,7872,0,255,
364,1463.25,42,19.607843,35.686275,87,-1.5625,4.6875,34,36.07843,50.980392,16.078432,31.764706,18.82353,0,101,0,38,23,579.799988,440.399994,13.75,12.941176,0,7872,0,255,
364,1463.25,42,19.607843,35.686275,87,-1.5625,4.6875,34,36.07843,50.980392,16.078432,31.764706,18.82353,0,101,0,38,23,579.799988,440.399994,13.75,12.941176,0,7872,0,255,
364,1269.5,41,18.82353,25.490196,87,-3.125,6.25,28,36.07843,50.980392,16.078432,31.764706,18.82353,0,101,0,38,6,579.799988,440.399994,13.75,12.941176,0,7872,0,255,
366,1269.5,41,18.82353,25.490196,87,-3.125,6.25,28,34.117645,50.980392,16.078432,31.764706,18.82353,0,101,0,38,6,579.799988,440.399994,13.75,12.941176,0,7872,0,255,
366,1269.5,41,18.82353,25.490196,87,-3.125,6.25,28,34.117645,50.980392,16.078432,31.764706,18.82353,0,101,0,38,6,577.200012,440.5,13.789,12.941176,0,7872,0,255,
366,1269.5,41,18.82353,35.294117,86,-3.125,3.90625,28,34.117645,50.980392,16.078432,31.764706,18.82353,0,101,0,38,6,577.200012,440.5,13.789,12.941176,0,7872,0,255,
368,990.5,37,18.82353,35.294117,86,-3.125,3.90625,36,34.117645,50.980392,16.078432,31.764706,18.82353,0,101,0,38,0,577.200012,440.5,13.789,12.941176,0,7872,0,255,
368,990.5,37,18.82353,35.294117,86,-3.125,3.90625,36,35.686275,50.980392,16.078432,31.764706,18.82353,0,101,0,38,0,574.599976,440.100006,13.769,12.941176,0,7872,0,255,
368,990.5,37,18.82353,35.294117,86,-3.125,3.90625,36,35.686275,50.980392,16.078432,31.764706,18.82353,0,101,0,38,0,574.599976,440.100006,13.769,12.941176,0,7872,0,255,
368,979.5,30,18.82353,35.686275,86,-3.125,0,37,35.686275,50.980392,16.078432,31.764706,18.82353,0,101,0,38,0,574.599976,440.100006,13.769,12.941176,0,7872,0,255,
370,979.5,30,18.82353,35.686275,86,-3.125,0,37,50.980392,50.980392,16.078432,31.764706,18.82353,0,101,0,38,0,574.599976,440.100006,13.769,14.90196,0,7872,0,255,
370,979.5,30,18.82353,35.686275,86,-3.125,0,37,50.980392,58.823528,26.274509,42.745098,18.82353,0,101,6.27451,38,0,572.799988,439.799988,13.73,14.90196,0,7872,0,255,
370,979.5,30,18.82353,35.686275,86,-3.125,0,37,50.980392,58.823528,26.274509,42.745098,27.450981,0,101,6.27451,38,0,572.799988,439.799988,13.73,14.90196,0,7872,0,255,
370,1588.25,31,29.411764,79.607841,87,-4.6875,-1.5625,88,50.980392,58.823528,26.274509,42.745098,27.450981,0,101,6.27451,38,7,572.799988,439.799988,13.73,14.90196,0,7872,0,255,
372,1588.25,31,29.411764,79.607841,87,-4.6875,-1.5625,88,54.509804,58.823528,26.274509,42.745098,27.450981,0,101,6.27451,38,7,572.799988,439.799988,13.73,14.509804,0,7872,0,255,
372,1588.25,31,29.411764,79.607841,87,-4.6875,-1.5625,88,54.509804,62.745098,28.627451,44.313725,28.235294,0,101,9.019608,38,7,573.299988,440.399994,13.808,14.509804,0,7872,0,255,
372,1588.25,31,29.411764,78.431374,87,-4.6875,3.125,88,54.509804,62.745098,28.627451,44.313725,28.235294,0,101,9.019608,38,7,573.299988,440.399994,13.808,14.509804,0,7872,0,255,
373,1967,38,27.843138,78.431374,87,-4.6875,3.125,79,54.509804,62.745098,28.627451,44.313725,28.235294,0,101,9.019608,37,15,573.299988,440.399994,13.808,14.509804,0,7872,0,255,
373,1967,38,27.843138,78.431374,87,-4.6875,3.125,79,35.294117,62.745098,28.627451,44.313725,28.235294,0,101,9.019608,37,15,577.200012,443.200012,13.808,12.941176,0,7872,0,255,
373,1967,38,27.843138,78.431374,87,-4.6875,3.125,79,35.294117,57.64706,31.764706,47.843136,33.725491,0,101,2.745098,37,15,577.200012,443.200012,13.808,12.941176,0,7872,0,255,
373,1560.75,43,34.117645,94.117645,87,-4.6875,-2.34375,94,35.294117,57.64706,31.764706,47.843136,33.725491,0,101,2.745098,37,5,577.200012,443.200012,13.808,12.941176,0,7872,0,255,
375,1560.75,43,34.117645,94.117645,87,-4.6875,-2.34375,94,30.980392,57.64706,31.764706,47.843136,33.725491,0,101,2.745098,37,5,577.200012,443.200012,13.808,14.117647,0,7872,0,255,
375,1560.75,43,34.117645,94.117645,87,-4.6875,-2.34375,94,30.980392,67.84314,30.196079,45.882355,33.725491,0,101,13.725491,37,5,583.700012,447.799988,13.808,14.117647,0,7872,0,255,
375,1560.75,43,34.117645,94.117645,87,-4.6875,-2.34375,94,30.980392,67.84314,30.196079,45.882355,30.980392,0,101,13.725491,37,5,583.700012,447.799988,13.808,14.117647,0,7872,0,255,
375,1800,49,24.705883,80.392159,87,-4.6875,2.34375,78,30.980392,67.84314,30.196079,45.882355,30.980392,0,101,13.725491,36,13,583.700012,447.799988,13.808,14.117647,0,7872,0,255,
377,1800,49,24.705883,80.392159,87,-4.6875,2.34375,78,31.764706,67.84314,30.196079,45.882355,30.980392,0,101,13.725491,36,13,583.700012,447.799988,13.808,12.941176,0,7872,0,255,
377,1800,49,24.705883,80.392159,87,-4.6875,2.34375,78,31.764706,54.901962,23.137255,38.823528,22.352942,0,101,3.529412,36,13,590.700012,453.200012,13.886,12.941176,0,7872,0,255,
377,1800,49,24.705883,41.568626,87,-2.34375,2.34375,78,31.764706,54.901962,23.137255,38.823528,22.352942,0,101,3.529412,36,13,590.700012,453.200012,13.886,12.941176,0,7872,0,255,
379,1814,51,22.352942,41.568626,87,-2.34375,2.34375,42,31.764706,54.901962,23.137255,38.823528,22.352942,0,101,3.529412,36,23,590.700012,453.200012,13.886,12.941176,0,7872,0,255,
379,1814,51,22.352942,41.568626,87,-2.34375,2.34375,42,30.196079,54.901962,23.137255,38.823528,22.352942,0,101,3.529412,36,23,593.400024,455.399994,13.886,17.254902,0,7872,0,255,
379,1814,51,22.352942,41.568626,87,-2.34375,2.34375,42,30.196079,55.294117,23.137255,38.823528,22.352942,0,101,3.921569,36,23,593.400024,455.399994,13.906,17.254902,0,7872,0,255,
379,1875,52,22.352942,40,87,-2.34375,6.25,41,30.196079,55.294117,23.137255,38.823528,22.352942,0,101,3.921569,37,24,593.400024,455.399994,13.906,17.254902,0,7872,0,255,
381,1875,52,21.960785,40,87,-2.34375,6.25,41,30.196079,55.294117,23.137255,38.823528,22.352942,0,101,3.921569,37,24,593.400024,455.399994,13.906,18.039215,0,7872,0,255,
381,1875,52,21.960785,40,87,-2.34375,6.25,41,34.509804,53.333332,21.17647,37.254902,22.352942,0,101,2.745098,37,24,597.599976,459.399994,13.906,18.039215,0,7872,0,255,
381,1875,52,21.960785,40,87,-2.34375,6.25,41,34.509804,53.333332,21.17647,37.254902,20.784313,0,101,2.745098,37,24,597.599976,459.399994,13.906,18.039215,0,7872,0,255,
381,1876.5,54,20.392157,29.411764,87,0,2.34375,31,34.509804,53.333332,21.17647,37.254902,20.784313,0,101,2.745098,37,28,597.599976,459.399994,13.906,18.039215,0,7872,0,255,
383,1876.5,54,20.392157,29.411764,87,0,2.34375,31,34.117645,53.333332,21.17647,37.254902,20.784313,0,101,2.745098,37,28,597.599976,459.399994,13.906,14.509804,0,7872,0,255,
383,1876.5,54,20.392157,29.411764,87,0,2.34375,31,34.117645,52.549019,21.17647,36.862743,20,0,101,1.960784,37,28,600.099976,462.200012,13.906,14.509804,0,7872,0,255,
383,1876.5,54,20.392157,28.627451,87,0,4.6875,31,34.117645,52.549019,21.17647,36.862743,20,0,101,1.960784,37,28,600.099976,462.200012,13.906,14.509804,0,7872,0,255,
384,1868.75,53,20.392157,28.627451,87,0,4.6875,29,34.117645,52.549019,21.17647,36.862743,20,0,101,1.960784,38,28,600.099976,462.200012,13.906,14.509804,0,7872,0,255,
384,1868.75,53,20.392157,28.627451,87,0,4.6875,29,32.941177,52.549019,21.17647,36.862743,20,0,101,1.960784,38,28,601.299988,464.100006,13.906,15.686275,0,7872,0,255,
384,1868.75,53,20.392157,28.627451,87,0,4.6875,29,32.941177,50.196079,16.078432,31.764706,18.039215,0,101,0,38,28,601.299988,464.100006,13.925,15.686275,0,7872,0,255,
384,1821,54,20.392157,18.431372,86,-3.125,3.90625,19,32.941177,50.196079,16.078432,31.764706,18.039215,0,101,0,38,5,601.299988,464.100006,13.925,15.686275,0,7872,0,255,
386,1821,54,18.039215,18.431372,86,-3.125,3.90625,19,32.941177,50.196079,16.078432,31.764706,18.039215,0,101,0,38,5,601.299988,464.100006,13.925,15.686275,0,7872,0,255,
386,1821,54,18.039215,18.431372,86,-3.125,3.90625,19,34.117645,50.980392,16.078432,31.764706,18.039215,0,101,0,38,5,601.400024,464.700012,13.789,0,0,7872,0,255,
386,1821,54,18.039215,18.431372,86,-3.125,3.90625,19,34.117645,50.980392,16.078432,31.764706,18.82353,0,101,0,38,5,601.400024,464.700012,13.789,0,0,7872,0,255,
386,1671,50,18.82353,22.745098,86,-3.125,0,23,34.117645,50.980392,16.078432,31.764706,18.82353,0,101,0,38,10,601.400024,464.700012,13.789,0,0,7872,0,255,
388,1671,50,18.82353,22.745098,86,-3.125,0,23,32.941177,50.980392,16.078432,31.764706,18.82353,0,101,0,38,10,601.400024,464.700012,13.789,0,0,7872,0,255,
388,1671,50,18.82353,22.745098,86,-3.125,0,23,32.941177,52.549019,20,35.686275,20,0,101,0.784314,38,10,596,464.5,13.808,0,0,7872,0,255,
388,1671,50,18.82353,29.803921,86,-3.125,7.8125,23,32.941177,52.549019,20,35.686275,20,0,101,0.784314,38,10,596,464.5,13.808,0,0,7872,0,255,
390,1574,45,19.607843,29.803921,86,0,7.8125,30,32.941177,52.549019,20,35.686275,20,0,101,0.784314,38,26,596,464.5,13.808,0,0,7872,0,255,
390,1574,45,19.607843,29.803921,86,0,7.8125,30,34.509804,52.549019,20,35.686275,20,0,101,0.784314,38,26,590.299988,463.5,13.808,0,0,7872,0,255,
390,1574,45,19.607843,29.803921,86,0,7.8125,30,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,38,26,590.299988,463.5,13.808,0,0,7872,0,255,
390,1501.5,43,19.607843,24.313726,85,-3.125,5.46875,25,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,38,7,590.299988,463.5,13.808,0,0,7872,0,255,
392,1501.5,43,18.82353,24.313726,85,-3.125,5.46875,25,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,38,7,590.299988,463.5,13.808,0,0,7872,0,255,
392,1501.5,43,18.82353,24.313726,85,-3.125,5.46875,25,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,38,7,585.5,462.200012,13.828,0,0,7872,0,255,
392,1501.5,43,18.82353,24.313726,85,-3.125,5.46875,25,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,38,7,585.5,462.200012,13.828,0,0,7872,0,255,
392,1416.25,41,18.82353,26.274509,85,-3.125,1.5625,29,34.509804,50.980392,16.078432,31.764706,18.82353,0,101,0,38,6,585.5,462.200012,13.828,0,0,7872,0,255,
393,1416.25,41,18.82353,26.274509,85,-3.125,1.5625,29,33.333332,50.980392,16.078432,31.764706,18.82353,0,101,0,38,6,585.5,462.200012,13.828,0,0,7872,0,255,
393,1416.25,41,18.82353,26.274509,85,-3.125,1.5625,29,33.333332,51.372547,18.82353,34.901962,19.215687,0,101,0,38,6,583.400024,461.399994,13.828,0,0,7872,0,255,
393,1416.25,41,18.82353,33.333332,85,-3.125,1.5625,29,33.333332,51.372547,18.82353,34.901962,19.215687,0,101,0,38,6,583.400024,461.399994,13.828,0,0,7872,0,255,
395,1390.5,39,20,33.333332,85,-1.5625,0,34,33.333332,51.372547,18.82353,34.901962,19.215687,0,101,0,39,22,583.400024,461.399994,13.828,0,0,7872,0,255,
395,1390.5,39,20,33.333332,85,-1.5625,0,34,34.117645,51.372547,18.82353,34.901962,19.215687,0,101,0,39,22,579.599976,459.799988,13.828,12.941176,0,7872,0,255,
395,1390.5,39,20,33.333332,85,-1.5625,0,34,34.117645,54.901962,21.960785,37.64706,21.568628,0,101,3.137255,39,22,579.599976,459.799988,13.808,12.941176,0,7872,0,255,
395,1385,39,20,35.686275,85,-1.5625,-0.78125,34,34.117645,54.901962,21.960785,37.64706,21.568628,0,101,3.137255,39,22,579.599976,459.799988,13.808,12.941176,0,7872,0,255,
397,1385,39,19.607843,35.686275,85,-1.5625,-0.78125,34,34.117645,54.901962,21.960785,37.64706,21.568628,0,101,3.137255,39,22,579.599976,459.799988,13.808,12.941176,0,7872,0,255,
397,1385,39,19.607843,35.686275,85,-1.5625,-0.78125,34,34.509804,52.549019,21.960785,37.64706,21.568628,0,101,1.176471,39,22,576.700012,458,13.867,13.333333,0,7872,0,255,
397,1385,39,19.607843,35.686275,85,-1.5625,-0.78125,34,34.509804,52.549019,21.960785,37.64706,20,0,101,1.176471,39,22,576.700012,458,13.867,13.333333,0,7872,0,255,
397,1353,39,16.862745,25.490196,86,-3.125,0.78125,22,34.509804,52.549019,21.960785,37.64706,20,0,101,1.176471,39,9,576.700012,458,13.867,13.333333,0,7872,0,255,
399,1353,39,16.862745,25.490196,86,-3.125,0.78125,22,33.333332,52.549019,21.960785,37.64706,20,0,101,1.176471,39,9,576.700012,458,13.867,12.941176,0,7872,0,255,
399,1353,39,16.862745,25.490196,86,-3.125,0.78125,22,33.333332,49.019608,16.078432,31.764706,17.254902,0,101,0,39,9,573.200012,456,13.867,12.941176,0,7872,0,255,
399,1353,39,16.862745,21.568628,86,-3.125,0.78125,22,33.333332,49.019608,16.078432,31.764706,17.254902,0,101,0,39,9,573.200012,456,13.867,12.941176,0,7872,0,255,
401,1300,39,18.039215,21.568628,86,-3.125,0,23,33.333332,49.019608,16.078432,31.764706,17.254902,0,101,0,39,4,573.200012,456,13.867,12.941176,0,7872,0,255,
