"COOLANT_TEMPERATURE ()","ENGINE_RPM ()","VEHICLE_SPEED ()","INTAKE_AIR_TEMP ()","SHORT_TERM_FUEL_TRIM_BANK_1 ()","LONG_TERM_FUEL_TRIM_BANK_1 ()"
"87","1117","25","50","0","-1.5625"
"87","982","22","50","5.46875","-1.5625"
"87","982","22","50","5.46875","-1.5625"
"87","982","22","50","5.46875","-1.5625"
"87","982","22","50","5.46875","-1.5625"
"87","732","20","50","9.375","-1.5625"
"87","732","20","50","9.375","-1.5625"
"87","732","20","50","9.375","-1.5625"
"87","732","20","50","8.59375","-1.5625"
"87","755.25","18","50","8.59375","-1.5625"
"87","755.25","18","50","8.59375","-1.5625"
"87","755.25","18","50","8.59375","-1.5625"
"87","755.25","12","51","4.6875","-1.5625"
"87","755.25","12","51","4.6875","-1.5625"
"87","755.25","12","51","4.6875","-1.5625"
"87","755.25","12","51","4.6875","-1.5625"
"87","745.25","7","51","1.5625","-1.5625"
"87","745.25","7","51","1.5625","-1.5625"
"87","745.25","7","51","1.5625","-1.5625"
"87","745.25","7","51","3.90625","-1.5625"
"87","803","3","51","3.90625","-1.5625"
"87","803","3","51","3.90625","-1.5625"
"87","803","3","51","3.90625","-1.5625"
"88","860.75","0","51","0","-1.5625"
"88","860.75","0","51","0","-1.5625"
"88","860.75","0","51","0","-1.5625"
"88","860.75","0","51","0","-1.5625"
"88","900","0","51","1.5625","-1.5625"
"88","900","0","51","1.5625","-1.5625"
"88","900","0","51","1.5625","-1.5625"
"88","900","0","51","1.5625","-1.5625"
"88","919.5","0","50","2.34375","-1.5625"
"88","919.5","0","50","2.34375","-1.5625"
"88","919.5","0","50","2.34375","-1.5625"
"88","601.5","0","50","2.34375","-1.5625"
"88","601.5","0","50","2.34375","-1.5625"
"88","601.5","0","50","2.34375","-1.5625"
"88","601.5","0","50","2.34375","-1.5625"
"88","1592.75","7","50","3.125","-2.34375"
"88","1592.75","7","50","3.125","-2.34375"
"88","1592.75","7","50","3.125","-2.34375"
"88","1592.75","7","50","3.125","-2.34375"
"88","1223.25","14","50","0","-5.46875"
"88","1223.25","14","50","0","-5.46875"
"88","1223.25","14","50","0","-5.46875"
"88","1696.75","22","50","-3.90625","-1.5625"
"88","1696.75","22","49","-3.90625","-1.5625"
"88","1696.75","22","49","-3.90625","-1.5625"
"88","1696.75","22","49","-3.90625","-1.5625"
"88","1401.5","25","49","0.78125","-5.46875"
"88","1401.5","25","49","0.78125","-5.46875"
"88","1401.5","25","49","0.78125","-5.46875"
"88","1401.5","25","49","0.78125","-5.46875"
"88","1717.75","32","48","0.78125","-2.34375"
"88","1717.75","32","48","0.78125","-2.34375"
"88","1717.75","32","48","0.78125","-2.34375"
"87","1750.75","32","48","3.90625","-1.5625"
"87","1750.75","38","48","3.90625","-1.5625"
"87","1750.75","38","48","3.90625","-1.5625"
"87","1750.75","38","48","3.90625","-1.5625"
"87","1784.25","36","49","4.6875","0"
"87","1784.25","36","49","4.6875","0"
"87","1784.25","36","49","4.6875","0"
"87","1784.25","36","49","4.6875","0"
"86","1820.25","37","49","6.25","0"
"86","1820.25","37","49","6.25","0"
"86","1820.25","37","49","6.25","0"
"86","1813.25","37","49","0.78125","-0.78125"
"86","1813.25","38","49","0.78125","-0.78125"
"86","1813.25","38","49","0.78125","-0.78125"
"86","1813.25","38","49","0.78125","-0.78125"
"86","1822.5","37","49","6.25","-0.78125"
"86","1822.5","37","49","6.25","-0.78125"
"86","1822.5","37","49","6.25","-0.78125"
"86","1822.5","37","49","6.25","-0.78125"
"86","1805.25","38","49","4.6875","-0.78125"
"86","1805.25","38","49","4.6875","-0.78125"
"86","1805.25","38","49","4.6875","-0.78125"
"86","1805.25","38","49","1.5625","-1.5625"
"86","1761.5","36","49","1.5625","-1.5625"
"86","1761.5","36","49","1.5625","-1.5625"
"86","1761.5","36","49","1.5625","-1.5625"
"86","1717.75","36","49","7.03125","-1.5625"
"86","1717.75","36","49","7.03125","-1.5625"
"86","1717.75","36","49","7.03125","-1.5625"
"86","1717.75","36","49","7.03125","-1.5625"
"86","1715.5","36","49","5.46875","0"
"86","1715.5","36","49","5.46875","0"
"86","1715.5","36","49","5.46875","0"
"86","1715.5","36","49","8.59375","0"
"86","1723.25","36","49","8.59375","0"
"86","1723.25","36","49","8.59375","0"
"86","1723.25","36","49","8.59375","0"
"86","1732.75","36","49","7.03125","0"
"86","1732.75","36","49","7.03125","0"
"86","1732.75","36","49","7.03125","0"
"86","1732.75","36","49","7.03125","0"
"87","1681.25","38","49","0","-1.5625"
"87","1681.25","38","49","0","-1.5625"
"87","1681.25","38","49","0","-1.5625"
"87","1681.25","38","49","0","0.78125"
"87","1542.75","33","50","0","0.78125"
"87","1542.75","33","50","0","0.78125"
"87","1542.75","33","50","0","0.78125"
"86","1430.25","32","50","0","-1.5625"
"86","1430.25","32","50","0","-1.5625"
"86","1430.25","32","50","0","-1.5625"
"86","1430.25","32","50","0","-1.5625"
"86","945.25","28","50","7.03125","-1.5625"
"86","945.25","28","50","7.03125","-1.5625"
"86","945.25","28","50","7.03125","-1.5625"
"86","945.25","28","50","7.8125","-1.5625"
"86","1012.5","24","50","7.8125","-1.5625"
"86","1012.5","24","50","7.8125","-1.5625"
"86","1012.5","24","50","7.8125","-1.5625"
"86","1005.25","19","50","3.90625","-1.5625"
"86","1005.25","19","50","3.90625","-1.5625"
"86","1005.25","19","50","3.90625","-1.5625"
"86","1005.25","19","50","3.90625","-1.5625"
"86","992","12","50","0.78125","-1.5625"
"86","992","12","50","0.78125","-1.5625"
"86","992","12","50","0.78125","-1.5625"
"87","992","12","50","0.78125","-1.5625"
"87","973.25","6","50","0.78125","-1.5625"
"87","973.25","6","50","0.78125","-1.5625"
"87","973.25","6","50","0.78125","-1.5625"
"87","964","3","50","-0.78125","-1.5625"
"87","964","3","50","-0.78125","-1.5625"
"87","964","3","50","-0.78125","-1.5625"
"87","964","3","50","-0.78125","-1.5625"
"87","746.75","3","50","0.78125","-1.5625"
"87","746.75","3","50","0.78125","-1.5625"
"87","746.75","3","50","0.78125","-1.5625"
"87","746.75","3","50","3.90625","-1.5625"
"87","1457.75","8","50","3.90625","-1.5625"
"87","1457.75","8","50","3.90625","-1.5625"
"87","1457.75","8","50","3.90625","-1.5625"
"87","1004.5","12","50","2.34375","-5.46875"
"87","1004.5","12","50","2.34375","-5.46875"
"87","1004.5","12","50","2.34375","-5.46875"
"87","1004.5","12","50","2.34375","-5.46875"
"87","1214","18","50","3.125","-1.5625"
"87","1214","18","50","3.125","-1.5625"
"87","1214","18","50","3.125","-1.5625"
"87","1214","18","50","6.25","-1.5625"
"87","857","16","50","6.25","-1.5625"
"87","857","16","50","6.25","-1.5625"
"87","857","16","50","6.25","-1.5625"
"87","846.75","8","50","2.34375","-1.5625"
"87","846.75","8","50","2.34375","-1.5625"
"87","846.75","8","50","2.34375","-1.5625"
"87","846.75","8","50","2.34375","-1.5625"
"87","664","8","51","5.46875","-1.5625"
"87","664","8","51","5.46875","-1.5625"
"87","664","8","51","5.46875","-1.5625"
"88","664","8","51","0","-1.5625"
"88","785.75","8","51","0","-5.46875"
"88","785.75","8","51","0","-5.46875"
"88","785.75","8","51","0","-5.46875"
"88","1399","16","50","0","-1.5625"
"88","1399","16","50","0","-1.5625"
"88","1399","16","50","0","-1.5625"
"88","1399","16","50","0","-1.5625"
"88","1545.25","20","50","-0.78125","-1.5625"
"88","1545.25","20","50","-0.78125","-1.5625"
"88","1545.25","20","50","-0.78125","-1.5625"
"88","1545.25","20","50","-0.78125","-1.5625"
"88","1646.75","24","50","3.90625","-0.78125"
"88","1646.75","24","50","3.90625","-0.78125"
"88","1646.75","24","50","3.90625","-0.78125"
"88","1713.25","24","50","2.34375","-2.34375"
"88","1713.25","24","50","2.34375","-2.34375"
"88","1713.25","24","50","2.34375","-2.34375"
"88","1713.25","24","50","2.34375","-2.34375"
"87","1825","26","50","-3.90625","-1.5625"
"87","1825","26","50","-3.90625","-1.5625"
"87","1825","26","50","-3.90625","-1.5625"
"87","1825","26","50","-3.90625","-1.5625"
"87","1564.75","30","49","-5.46875","-5.46875"
"87","1564.75","30","49","-5.46875","-5.46875"
"87","1564.75","30","49","-5.46875","-5.46875"
"87","1856.25","38","49","3.125","-2.34375"
"87","1856.25","38","49","3.125","-2.34375"
"87","1856.25","38","49","3.125","-2.34375"
"87","1856.25","38","49","3.125","-2.34375"
"86","1846","38","49","3.90625","0.78125"
"86","1846","38","49","3.90625","0.78125"
"86","1846","38","49","3.90625","0.78125"
"86","1846","38","49","3.90625","0.78125"
"86","1859.25","38","50","2.34375","0.78125"
"86","1859.25","38","50","2.34375","0.78125"
"86","1859.25","38","50","2.34375","0.78125"
"86","1878","38","50","7.03125","0"
"86","1878","38","50","7.03125","0"
"86","1878","38","50","7.03125","0"
"86","1878","38","50","7.03125","0"
"86","1897.5","39","50","0.78125","0"
"86","1897.5","39","50","0.78125","0"
"86","1897.5","39","50","0.78125","0"
"86","1897.5","39","50","0.78125","0"
"86","1922.5","39","50","0.78125","-1.5625"
"86","1922.5","39","50","0.78125","-1.5625"
"86","1922.5","39","50","0.78125","-1.5625"
"86","1407","39","50","-3.90625","-1.5625"
"86","1407","40","50","-3.90625","-1.5625"
"86","1407","40","50","-3.90625","-1.5625"
"86","1407","40","50","-3.90625","-1.5625"
"86","952.25","38","50","-3.90625","-1.5625"
"86","952.25","38","50","-3.90625","-1.5625"
"86","952.25","38","50","-3.90625","-1.5625"
"86","952.25","38","50","-3.90625","-1.5625"
"86","946","34","50","-3.90625","-1.5625"
"86","946","34","50","-3.90625","-1.5625"
"86","946","34","50","-3.90625","-1.5625"
"86","946","34","50","-3.90625","-1.5625"
"86","962.5","29","50","-3.90625","-1.5625"
"86","962.5","29","50","-3.90625","-1.5625"
"86","962.5","29","50","-3.90625","-1.5625"
"87","678","23","50","-3.90625","-1.5625"
"87","678","23","50","-3.90625","-1.5625"
"87","678","23","50","-3.90625","-1.5625"
"87","678","23","50","-3.90625","-1.5625"
"87","707.75","15","51","-3.90625","-1.5625"
"87","707.75","15","51","-3.90625","-1.5625"
"87","707.75","15","51","-3.90625","-1.5625"
"88","707.75","15","51","-3.90625","-1.5625"
"88","717","9","51","-3.90625","-1.5625"
"88","717","9","51","-3.90625","-1.5625"
"88","717","9","51","-3.90625","-1.5625"
"88","731.25","3","51","-3.90625","-1.5625"
"88","731.25","3","51","-3.90625","-1.5625"
"88","731.25","3","51","-3.90625","-1.5625"
"88","731.25","3","51","-3.90625","-1.5625"
"88","767","3","51","-3.90625","-1.5625"
"88","767","3","51","-3.90625","-1.5625"
"88","767","3","51","-3.90625","-1.5625"
"88","767","3","51","-3.90625","-1.5625"
"88","731.25","4","51","-3.90625","-1.5625"
"88","731.25","4","51","-3.90625","-1.5625"
"88","731.25","4","51","-3.90625","-1.5625"
"89","786.5","3","51","-3.90625","-1.5625"
"89","786.5","3","51","-3.90625","-1.5625"
"89","786.5","3","51","-3.90625","-1.5625"
"89","786.5","3","51","-3.90625","-1.5625"
"89","838.25","3","51","-3.90625","-1.5625"
"89","838.25","3","51","-3.90625","-1.5625"
"89","838.25","3","51","-3.90625","-1.5625"
"89","838.25","3","51","-3.90625","-1.5625"
"89","844.5","0","51","-3.90625","-1.5625"
"89","844.5","0","51","-3.90625","-1.5625"
"89","844.5","0","51","-3.90625","-1.5625"
"89","1068.75","0","51","0.78125","-4.6875"
"89","1068.75","0","51","0.78125","-4.6875"
"89","1068.75","0","51","0.78125","-4.6875"
"89","1068.75","0","51","0.78125","-4.6875"
"89","988.25","0","51","-3.90625","-1.5625"
"89","988.25","0","51","-3.90625","-1.5625"
"89","988.25","0","51","-3.90625","-1.5625"
"89","988.25","0","51","0.78125","-2.34375"
"89","867","0","51","0.78125","-2.34375"
"89","867","0","51","0.78125","-2.34375"
"89","867","0","51","0.78125","-2.34375"
"89","810","4","51","1.5625","-1.5625"
"89","810","4","51","1.5625","-1.5625"
"89","810","4","51","1.5625","-1.5625"
"89","810","4","51","1.5625","-1.5625"
"89","1554.5","10","50","1.5625","-1.5625"
"89","1554.5","10","50","1.5625","-1.5625"
"89","1554.5","10","50","1.5625","-1.5625"
"89","1554.5","10","50","-4.6875","-4.6875"
"89","1525","17","50","-4.6875","-4.6875"
"89","1525","17","50","-4.6875","-4.6875"
"89","1525","17","50","-4.6875","-4.6875"
"88","1120.25","25","50","0","-5.46875"
"88","1120.25","25","50","0","-5.46875"
"88","1120.25","25","50","0","-5.46875"
"88","1120.25","25","50","0","-5.46875"
"88","1595.25","30","50","1.5625","-3.125"
"88","1595.25","30","50","1.5625","-3.125"
"88","1595.25","30","50","1.5625","-3.125"
"87","1595.25","30","50","3.125","0"
"87","1588.25","33","50","3.125","0"
"87","1588.25","33","50","3.125","0"
"87","1588.25","33","50","3.125","0"
"87","1622.5","33","50","6.25","0"
"87","1622.5","33","50","6.25","0"
"87","1622.5","33","50","6.25","0"
"87","1622.5","33","50","6.25","0"
"86","1606.25","35","50","0.78125","-0.78125"
"86","1606.25","35","50","0.78125","-0.78125"
"86","1606.25","35","50","0.78125","-0.78125"
"86","1606.25","35","50","7.03125","-0.78125"
"86","1596.75","34","50","7.03125","0"
"86","1596.75","34","50","7.03125","0"
"86","1596.75","34","50","7.03125","0"
"86","1493.75","33","50","6.25","-1.5625"
"86","1493.75","33","50","6.25","-1.5625"
"86","1493.75","33","50","6.25","-1.5625"
"86","1493.75","33","50","6.25","-1.5625"
"86","1373.25","30","50","6.25","-1.5625"
"86","1373.25","30","50","6.25","-1.5625"
"86","1373.25","30","50","6.25","-1.5625"
"86","1373.25","30","50","6.25","-1.5625"
"86","1266.25","28","51","5.46875","-1.5625"
"86","1266.25","28","51","5.46875","-1.5625"
"86","1266.25","28","51","5.46875","-1.5625"
"86","1201.5","26","51","7.03125","0"
"86","1201.5","26","51","7.03125","0"
"86","1201.5","26","51","7.03125","0"
"86","1201.5","26","51","7.03125","0"
"86","1171","25","51","0","-1.5625"
"86","1171","25","51","0","-1.5625"
"86","1171","25","51","0","-1.5625"
"86","1171","25","51","0","-1.5625"
"86","1039","23","51","7.03125","0"
"86","1039","23","51","7.03125","0"
"86","1039","23","51","7.03125","0"
"86","997.5","21","51","5.46875","-1.5625"
"86","997.5","21","51","5.46875","-1.5625"
"86","997.5","21","51","5.46875","-1.5625"
"86","997.5","21","51","5.46875","-1.5625"
"87","999","20","51","0.78125","-1.5625"
"87","999","20","51","0.78125","-1.5625"
"87","999","20","51","0.78125","-1.5625"
"87","999","20","51","0.78125","-1.5625"
"87","1073.25","22","51","1.5625","-0.78125"
"87","1073.25","22","51","1.5625","-0.78125"
"87","1073.25","22","51","1.5625","-0.78125"
"87","1137.5","24","51","-1.5625","-1.5625"
"87","1137.5","24","51","-1.5625","-1.5625"
"87","1137.5","24","51","-1.5625","-1.5625"
"87","1137.5","24","51","-1.5625","-1.5625"
"87","1091.25","22","51","3.125","-2.34375"
"87","1091.25","22","51","3.125","-2.34375"
"87","1091.25","22","51","3.125","-2.34375"
"87","1091.25","22","51","3.125","-2.34375"
"87","1076.5","23","51","7.03125","-1.5625"
"87","1076.5","23","51","7.03125","-1.5625"
"87","1076.5","23","51","7.03125","-1.5625"
"87","1037.5","23","51","5.46875","-1.5625"
"87","1037.5","21","51","5.46875","-1.5625"
"87","1037.5","21","51","5.46875","-1.5625"
"87","1037.5","21","51","5.46875","-1.5625"
"87","989","21","51","2.34375","-1.5625"
"87","989","21","51","2.34375","-1.5625"
"87","989","21","51","2.34375","-1.5625"
"87","989","21","51","2.34375","-1.5625"
"87","962.5","21","51","2.34375","-1.5625"
"87","962.5","21","51","2.34375","-1.5625"
"87","962.5","21","51","2.34375","-1.5625"
"87","962.5","21","51","2.34375","-1.5625"
"87","962.5","19","51","2.34375","-1.5625"
"87","962.5","19","51","2.34375","-1.5625"
"87","962.5","19","51","2.34375","-1.5625"
"87","843.75","17","51","3.125","-1.5625"
"87","843.75","17","51","3.125","-1.5625"
"87","843.75","17","51","3.125","-1.5625"
"87","843.75","17","51","3.125","-1.5625"
"87","837.5","13","52","3.90625","-1.5625"
"87","837.5","13","52","3.90625","-1.5625"
"87","837.5","13","52","3.90625","-1.5625"
"87","837.5","13","52","4.6875","-2.34375"
"87","996","12","52","4.6875","-2.34375"
"87","996","12","52","4.6875","-2.34375"
"87","996","12","52","4.6875","-2.34375"
"87","1271","16","51","0.78125","-1.5625"
"87","1271","16","51","0.78125","-1.5625"
"87","1271","16","51","0.78125","-1.5625"
"87","1271","16","51","0.78125","-1.5625"
"87","1475.75","19","51","6.25","0.78125"
"87","1475.75","19","51","6.25","0.78125"
"87","1475.75","19","51","6.25","0.78125"
"87","1475.75","19","51","0","-1.5625"
"87","1310.75","19","51","0","-1.5625"
"87","1310.75","19","51","0","-1.5625"
"87","1310.75","19","51","0","-1.5625"
"87","1069.5","18","51","5.46875","-1.5625"
"87","1069.5","18","51","5.46875","-1.5625"
"87","1069.5","18","51","5.46875","-1.5625"
"87","1069.5","18","51","5.46875","-1.5625"
"87","1031.25","15","51","4.6875","-1.5625"
"87","1031.25","15","51","4.6875","-1.5625"
"87","1031.25","15","51","4.6875","-1.5625"
"86","1031.25","15","51","1.5625","-1.5625"
"86","1008.5","13","51","1.5625","-1.5625"
"86","1008.5","13","51","1.5625","-1.5625"
"86","1008.5","13","51","1.5625","-1.5625"
"86","985","10","51","0.78125","-1.5625"
"86","985","10","51","0.78125","-1.5625"
"86","985","10","51","0.78125","-1.5625"
"86","985","10","51","0.78125","-1.5625"
"87","982.75","5","51","-2.34375","-1.5625"
"87","982.75","5","51","-2.34375","-1.5625"
"87","982.75","5","51","-2.34375","-1.5625"
"87","982.75","5","51","0.78125","-1.5625"
"87","829.5","4","51","0.78125","-1.5625"
"87","829.5","4","51","0.78125","-1.5625"
"87","829.5","4","51","0.78125","-1.5625"
"87","857.75","8","51","1.5625","-1.5625"
"87","857.75","8","51","1.5625","-1.5625"
"87","857.75","8","51","1.5625","-1.5625"
"87","857.75","8","51","1.5625","-1.5625"
"87","826.5","5","52","5.46875","-1.5625"
"87","826.5","5","52","5.46875","-1.5625"
"87","826.5","5","52","5.46875","-1.5625"
"87","826.5","5","52","3.90625","-1.5625"
"87","806.25","3","52","3.90625","-1.5625"
"87","806.25","3","52","3.90625","-1.5625"
"87","806.25","3","52","3.90625","-1.5625"
"87","790.5","0","52","2.34375","-1.5625"
"87","790.5","0","52","2.34375","-1.5625"
"87","790.5","0","52","2.34375","-1.5625"
"87","790.5","0","52","2.34375","-1.5625"
"87","569.5","0","53","-5.46875","-1.5625"
"87","569.5","0","53","-5.46875","-1.5625"
"87","569.5","0","53","-5.46875","-1.5625"
"87","569.5","0","53","-2.34375","-1.5625"
"87","536.5","0","53","-2.34375","-1.5625"
"87","536.5","0","53","-2.34375","-1.5625"
"87","536.5","0","53","-2.34375","-1.5625"
"88","725.75","3","53","0.78125","-1.5625"
"88","725.75","3","53","0.78125","-1.5625"
"88","725.75","3","53","0.78125","-1.5625"
"88","725.75","3","53","0.78125","-1.5625"
"88","799","3","53","1.5625","-1.5625"
"88","799","3","53","1.5625","-1.5625"
"88","799","3","53","1.5625","-1.5625"
"88","799","3","53","0.78125","-1.5625"
"88","775.75","3","52","0.78125","-1.5625"
"88","775.75","3","52","0.78125","-1.5625"
"88","775.75","3","52","0.78125","-1.5625"
"88","800","0","53","4.6875","-1.5625"
"88","800","0","53","4.6875","-1.5625"
"88","800","0","53","4.6875","-1.5625"
"88","800","0","53","4.6875","-1.5625"
"88","485.75","0","53","-3.90625","-1.5625"
"88","485.75","0","53","-3.90625","-1.5625"
"88","485.75","0","53","-3.90625","-1.5625"
"88","485.75","0","53","-3.90625","-1.5625"
"88","673.25","0","53","0","-1.5625"
"88","673.25","0","53","0","-1.5625"
"88","673.25","0","53","0","-1.5625"
"88","1024","6","53","4.6875","-0.78125"
"88","1024","6","53","4.6875","-0.78125"
"88","1024","6","53","4.6875","-0.78125"
"88","1024","6","53","4.6875","-0.78125"
"89","1055.25","7","53","8.59375","-1.5625"
"89","1055.25","7","53","8.59375","-1.5625"
"89","1055.25","7","53","8.59375","-1.5625"
"89","1055.25","7","53","8.59375","-1.5625"
"89","617","4","53","11.71875","-1.5625"
"89","617","4","53","11.71875","-1.5625"
"89","617","4","53","11.71875","-1.5625"
"88","747.5","5","53","6.25","-1.5625"
"88","747.5","5","53","6.25","-1.5625"
"88","747.5","5","53","6.25","-1.5625"
"88","747.5","5","53","6.25","-1.5625"
"89","893.75","7","53","-3.125","-1.5625"
"89","893.75","7","53","-3.125","-1.5625"
"89","893.75","7","53","-3.125","-1.5625"
"89","893.75","7","53","-3.125","-1.5625"
"89","1145.25","7","53","1.5625","0"
"89","1145.25","7","53","1.5625","0"
"89","1145.25","7","53","1.5625","0"
"88","1400","7","53","7.03125","0"
"88","1400","11","53","7.03125","0"
"88","1400","11","53","7.03125","0"
"88","1400","11","53","7.03125","0"
"88","1469.5","12","53","8.59375","-1.5625"
"88","1469.5","12","53","8.59375","-1.5625"
"88","1469.5","12","53","8.59375","-1.5625"
"88","1469.5","12","53","8.59375","-1.5625"
"87","1479.5","11","53","9.375","0.78125"
"87","1479.5","11","53","9.375","0.78125"
"87","1479.5","11","53","9.375","0.78125"
"87","1502.25","11","53","3.125","0.78125"
"87","1502.25","12","53","3.125","0.78125"
"87","1502.25","12","53","3.125","0.78125"
"87","1502.25","12","53","3.125","0.78125"
"86","777.25","11","53","0.78125","0"
"86","777.25","11","53","0.78125","0"
"86","777.25","11","53","0.78125","0"
"86","777.25","11","53","0.78125","0"
"86","945.25","13","53","6.25","0"
"86","945.25","13","53","6.25","0"
"86","945.25","13","53","6.25","0"
"86","945.25","13","53","-1.5625","0"
"86","958.5","13","53","-1.5625","0"
"86","958.5","13","53","-1.5625","0"
"86","958.5","13","53","-1.5625","0"
"86","1007.75","15","53","3.125","0"
"86","1007.75","15","53","3.125","0"
"86","1007.75","15","53","3.125","0"
"86","1007.75","15","53","3.125","0"
"86","1010","14","53","-2.34375","-1.5625"
"86","1010","14","53","-2.34375","-1.5625"
"86","1010","14","53","-2.34375","-1.5625"
"86","1010","14","53","1.5625","-1.5625"
"86","950","13","53","1.5625","-1.5625"
"86","950","13","53","1.5625","-1.5625"
"86","950","13","53","1.5625","-1.5625"
"86","1078","14","53","0","0"
"86","1078","14","53","0","0"
"86","1078","14","53","0","0"
"86","1078","14","53","0","0"
"87","964","14","53","0.78125","0.78125"
"87","964","14","53","0.78125","0.78125"
"87","964","14","53","0.78125","0.78125"
"87","964","14","53","6.25","0"
"87","1056.25","14","53","6.25","0"
"87","1056.25","14","53","6.25","0"
"87","1056.25","14","53","6.25","0"
"87","987.5","13","53","3.125","-1.5625"
"87","987.5","13","53","3.125","-1.5625"
"87","987.5","13","53","3.125","-1.5625"
"87","987.5","13","53","3.125","-1.5625"
"87","972.5","14","53","10.15625","-1.5625"
"87","972.5","14","53","10.15625","-1.5625"
"87","972.5","14","53","10.15625","-1.5625"
"87","972.5","14","53","1.5625","-1.5625"
"87","1212.5","16","53","1.5625","-1.5625"
"87","1212.5","16","53","1.5625","-1.5625"
"87","1212.5","16","53","1.5625","-1.5625"
"87","1524","20","53","6.25","-2.34375"
"87","1524","20","53","6.25","-2.34375"
"87","1524","20","53","6.25","-2.34375"
"87","1524","20","53","6.25","-2.34375"
"87","1769.5","24","53","7.03125","-0.78125"
"87","1769.5","24","53","7.03125","-0.78125"
"87","1769.5","24","53","7.03125","-0.78125"
"87","1769.5","24","53","8.59375","0"
"87","1905.25","25","52","8.59375","0"
"87","1905.25","25","52","8.59375","0"
"87","1905.25","25","52","8.59375","0"
"87","1733.5","27","53","0","-1.5625"
"87","1733.5","27","53","0","-1.5625"
"87","1733.5","27","53","0","-1.5625"
"87","1733.5","27","53","0","-1.5625"
"87","1549","24","53","0","-1.5625"
"87","1549","24","53","0","-1.5625"
"87","1549","24","53","0","-1.5625"
"86","1549","24","53","5.46875","-1.5625"
"86","944.5","18","53","5.46875","-1.5625"
"86","944.5","18","53","5.46875","-1.5625"
"86","944.5","18","53","5.46875","-1.5625"
"86","1263.25","14","53","2.34375","-5.46875"
"86","1263.25","14","53","2.34375","-5.46875"
"86","1263.25","14","53","2.34375","-5.46875"
"86","1263.25","14","53","2.34375","-5.46875"
"86","1808.5","23","52","7.8125","-0.78125"
"86","1808.5","23","52","7.8125","-0.78125"
"86","1808.5","23","52","7.8125","-0.78125"
"86","1808.5","23","52","1.5625","-0.78125"
"86","2026.5","29","52","1.5625","0.78125"
"86","2026.5","29","52","1.5625","0.78125"
"86","2026.5","29","52","1.5625","0.78125"
"86","1914.75","28","52","0","-1.5625"
"86","1914.75","28","52","0","-1.5625"
"86","1914.75","28","52","0","-1.5625"
"86","1914.75","28","52","0","-1.5625"
"86","1195.25","26","53","6.25","-1.5625"
"86","1195.25","26","53","6.25","-1.5625"
"86","1195.25","26","53","6.25","-1.5625"
"86","1195.25","26","53","10.15625","-1.5625"
"86","827.25","22","53","10.15625","-1.5625"
"86","827.25","22","53","10.15625","-1.5625"
"86","827.25","22","53","10.15625","-1.5625"
"86","846","13","53","7.03125","-1.5625"
"86","846","13","53","7.03125","-1.5625"
"86","846","13","53","7.03125","-1.5625"
"86","846","13","53","7.03125","-1.5625"
"86","840.5","13","53","3.125","-1.5625"
"86","840.5","13","53","3.125","-1.5625"
"86","840.5","13","53","3.125","-1.5625"
"86","840.5","13","53","3.125","-1.5625"
"86","821","13","53","3.90625","-1.5625"
"86","821","13","53","3.90625","-1.5625"
"86","821","13","53","3.90625","-1.5625"
"87","574","9","53","3.125","-1.5625"
"87","574","9","53","3.125","-1.5625"
"87","574","9","53","3.125","-1.5625"
"87","574","9","53","3.125","-1.5625"
"87","782.75","11","53","-0.78125","-1.5625"
"87","782.75","11","53","-0.78125","-1.5625"
"87","782.75","11","53","-0.78125","-1.5625"
"87","782.75","11","53","-0.78125","-1.5625"
"87","1211.5","15","53","4.6875","-2.34375"
"87","1211.5","15","53","4.6875","-2.34375"
"87","1211.5","15","53","4.6875","-2.34375"
"87","1490.5","21","53","6.25","-1.5625"
"87","1490.5","21","53","6.25","-1.5625"
"87","1490.5","21","53","6.25","-1.5625"
"87","1490.5","21","53","6.25","-1.5625"
"87","1153.75","23","53","0.78125","-2.34375"
"87","1153.75","23","53","0.78125","-2.34375"
"87","1153.75","23","53","0.78125","-2.34375"
"87","1153.75","23","53","0.78125","-2.34375"
"87","1301.5","27","53","3.125","-1.5625"
"87","1301.5","27","53","3.125","-1.5625"
"87","1301.5","27","53","3.125","-1.5625"
"88","1327.25","27","53","1.5625","-1.5625"
"88","1327.25","28","53","1.5625","-1.5625"
"88","1327.25","28","53","1.5625","-1.5625"
"88","1327.25","28","53","1.5625","-1.5625"
"88","1362.5","28","53","7.8125","0"
"88","1362.5","28","53","7.8125","0"
"88","1362.5","28","53","7.8125","0"
"88","1362.5","28","53","7.8125","0"
"88","1328","27","53","0","0.78125"
"88","1328","27","53","0","0.78125"
"88","1328","27","53","0","0.78125"
"87","1239","27","53","0","0.78125"
"87","1239","27","53","0","0.78125"
"87","1239","27","53","0","0.78125"
"87","1239","27","53","0","0.78125"
"87","1208.5","25","53","-1.5625","-1.5625"
"87","1208.5","25","53","-1.5625","-1.5625"
"87","1208.5","25","53","-1.5625","-1.5625"
"87","1208.5","25","53","-1.5625","-1.5625"
"87","1213.25","24","53","2.34375","0"
"87","1213.25","24","53","2.34375","0"
"87","1213.25","24","53","2.34375","0"
"87","1213.25","24","53","1.5625","0"
"87","1248.25","25","53","1.5625","0"
"87","1248.25","25","53","1.5625","0"
"87","1248.25","25","53","1.5625","0"
"87","1205.25","26","53","0","0.78125"
"87","1205.25","26","53","0","0.78125"
